nodes,area_width_m,area_height_m,channel_model,paired_runs,energy_mj_calibrated_mean,energy_mj_uncalibrated_mean,energy_mj_delta_mean,energy_mj_delta_ci95_low,energy_mj_delta_ci95_high,energy_tx_mj_calibrated_mean,energy_tx_mj_uncalibrated_mean,energy_tx_mj_delta_mean,energy_tx_mj_delta_ci95_low,energy_tx_mj_delta_ci95_high,f1_calibrated_mean,f1_uncalibrated_mean,f1_delta_mean,f1_delta_ci95_low,f1_delta_ci95_high,dcr_calibrated_mean,dcr_uncalibrated_mean,dcr_delta_mean,dcr_delta_ci95_low,dcr_delta_ci95_high,tx_packets_calibrated_mean,tx_packets_uncalibrated_mean,tx_packets_delta_mean,tx_packets_delta_ci95_low,tx_packets_delta_ci95_high,collisions_calibrated_mean,collisions_uncalibrated_mean,collisions_delta_mean,collisions_delta_ci95_low,collisions_delta_ci95_high
20,100,100,log_normal,3,330.7332666666667,330.1166666666667,0.6166000000000054,0.46496231854404946,0.7682376814559613,14.033266666666666,13.416666666666666,0.6166,0.4649623185440599,0.7682376814559402,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.333333333333336,38.333333333333336,0.0,0.0,0.0,358.0,358.0,0.0,0.0,0.0
