policy,nodes,tx_packets,rx_packets,bytes_tx,energy_mj,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,precision,recall,f1,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,node_density_per_m2,mean_nearest_neighbor_m,mean_neighbor_distance_m,mean_pair_distance_m,mean_degree,min_degree,max_degree,isolated_nodes,connected_components,largest_component_fraction,mean_nominal_link_margin_db,min_nominal_link_margin_db,max_nominal_link_margin_db,sensing_radius_m,estimated_sensing_coverage_fraction,algorithm_family,algorithm,ai_compute_scale,area_width_m,area_height_m,channel_model,run,seed
event_driven,50,860,1296,41280,706.868,77.5,31.0,0.0,0.0,0.0,0.0,357.588,233.28,7.5,1.0,1.0,1.0,1.0,-0.5554,12,,-0.5554,0.5554,,,,40833,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.1366,0.025,0,0,0,0,0,0.005,6.863237517412725,53.030204344087586,53.030204344087586,49.0,49,49,0,1,1.0,18.533453696608273,8.754467733235998,55.0,20.0,0.99875,classical_baseline,event_driven,0.1,100,100,log_normal,9,501243
distributed_edge,50,860,1296,41280,730.118,77.5,31.0,23.25,0.0,0.0,0.0,357.588,233.28,7.5,1.0,1.0,1.0,1.0,-0.5514,12,,-0.5514,0.5514,,,,40833,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.1366,0.025,0,0,0,0,0,0.005,6.863237517412725,53.030204344087586,53.030204344087586,49.0,49,49,0,1,1.0,18.533453696608273,8.754467733235998,55.0,20.0,0.99875,classical_baseline,distributed_edge,0.1,100,100,log_normal,9,501243
dstep,50,106,1572,5088,498.4946,77.5,31.0,23.25,5.25,24.976,7.805,38.2536,282.96,7.5,1.0,1.0,1.0,1.0,-0.5514,12,0.4686,-4.0156,4.0156,39.7668,17.5898,1.1643,3198,158,266,1572,channel_aware_adaptive,-19.6,-20.0,-10.0,-9.8649,98,0,98,-72.8453,0.555,72,68,72,0,0,0.005,6.863237517412725,29.58514950383533,53.030204344087586,17.14,7,48,0,1,1.0,5.4817332651843955,0.01744121287529765,35.0,20.0,0.99875,intelligent_dstep,dstep_full,0.1,100,100,log_normal,9,501243
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-1.1776,16,,-1.1776,1.1776,,,,71997,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.6679,0.02,0,0,0,0,0,0.005,8.317590393846409,50.421467026891136,50.421467026891136,49.0,49,49,0,1,1.0,18.96018403276681,8.454119968896123,47.532552988958095,20.0,0.993125,classical_baseline,periodic,0.25,100,100,log_normal,0,501234
event_driven,50,904,1399,43392,743.7032,77.5,31.0,0.0,0.0,0.0,0.0,375.8832,251.82,7.5,1.0,1.0,1.0,1.0,-1.1776,16,,-1.1776,1.1776,,,,42894,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7749,0.02,0,0,0,0,0,0.005,8.317590393846409,50.421467026891136,50.421467026891136,49.0,49,49,0,1,1.0,18.96018403276681,8.454119968896123,47.532552988958095,20.0,0.993125,classical_baseline,event_driven,0.25,100,100,log_normal,0,501234
distributed_edge,50,904,1399,43392,801.8282,77.5,31.0,58.125,0.0,0.0,0.0,375.8832,251.82,7.5,1.0,1.0,1.0,1.0,-1.1736,16,,-1.1736,1.1736,,,,42894,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7749,0.02,0,0,0,0,0,0.005,8.317590393846409,50.421467026891136,50.421467026891136,49.0,49,49,0,1,1.0,18.96018403276681,8.454119968896123,47.532552988958095,20.0,0.993125,classical_baseline,distributed_edge,0.25,100,100,log_normal,0,501234
dstep,50,104,1608,4992,597.2174,77.5,31.0,58.125,13.125,63.16,19.7375,37.6299,289.44,7.5,1.0,1.0,1.0,1.0,-1.1736,16,-0.3336,-8.1173,8.1173,30.6695,13.1075,1.5259,3174,148,166,1608,channel_aware_adaptive,-19.6,-20.0,-10.0,-9.8649,98,0,98,-74.1524,0.445,70,68,70,0,0,0.005,8.317590393846409,26.663878211494275,50.421467026891136,19.12,4,49,0,1,1.0,5.160745446552083,0.005254815962160819,27.532552988958088,20.0,0.993125,intelligent_dstep,dstep_full,0.25,100,100,log_normal,0,501234
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.3802,10,,-0.3802,0.3802,,,,71974,26,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.9573,0.025,0,0,0,0,0,0.005,7.9088417555672335,52.3058418422491,52.3058418422491,49.0,49,49,0,1,1.0,18.511740991374648,8.738617403438923,44.68198150348273,20.0,1.0,classical_baseline,periodic,0.25,100,100,log_normal,1,501235
event_driven,50,882,1347,42336,725.1956,77.5,31.0,0.0,0.0,0.0,0.0,366.7356,242.46,7.5,1.0,1.0,1.0,1.0,-0.3802,10,,-0.3802,0.3802,,,,41861,10,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7208,0.02,0,0,0,0,0,0.005,7.9088417555672335,52.3058418422491,52.3058418422491,49.0,49,49,0,1,1.0,18.511740991374648,8.738617403438923,44.68198150348273,20.0,1.0,classical_baseline,event_driven,0.25,100,100,log_normal,1,501235
distributed_edge,50,882,1347,42336,783.3206,77.5,31.0,58.125,0.0,0.0,0.0,366.7356,242.46,7.5,1.0,1.0,1.0,1.0,-0.3762,9,,-0.3762,0.3762,,,,41861,10,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7208,0.02,0,0,0,0,0,0.005,7.9088417555672335,52.3058418422491,52.3058418422491,49.0,49,49,0,1,1.0,18.511740991374648,8.738617403438923,44.68198150348273,20.0,1.0,classical_baseline,distributed_edge,0.25,100,100,log_normal,1,501235
dstep,50,101,1500,4848,574.0068,77.5,31.0,58.125,13.125,61.0,19.0625,36.6944,270.0,7.5,1.0,1.0,1.0,1.0,-0.3762,9,0.7638,-4.3386,4.3386,36.0045,10.932,0.9679,3210,135,104,1500,channel_aware_adaptive,-20.0,-20.0,-20.0,-10.0,100,0,100,-74.0967,0.435,70,68,70,0,0,0.005,7.9088417555672335,25.129868522391032,52.3058418422491,15.52,7,28,0,1,1.0,5.094790266632187,0.022098538566567072,24.68198150348273,20.0,1.0,intelligent_dstep,dstep_full,0.25,100,100,log_normal,1,501235
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,0.1789,9,,0.1789,-0.1789,,,,71994,6,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.1714,0.025,0,0,0,0,0,0.005,7.993592853534739,48.83270610003901,48.83270610003901,49.0,49,49,0,1,1.0,19.249468498469813,8.82394876669403,50.110686832448906,20.0,0.9775,classical_baseline,periodic,0.25,100,100,log_normal,2,501236
event_driven,50,877,1298,42096,714.2966,77.5,31.0,0.0,0.0,0.0,0.0,364.6566,233.64,7.5,1.0,1.0,1.0,1.0,0.1789,9,,0.1789,-0.1789,,,,41666,9,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.1607,0.025,0,0,0,0,0,0.005,7.993592853534739,48.83270610003901,48.83270610003901,49.0,49,49,0,1,1.0,19.249468498469813,8.82394876669403,50.110686832448906,20.0,0.9775,classical_baseline,event_driven,0.25,100,100,log_normal,2,501236
distributed_edge,50,877,1298,42096,772.4216,77.5,31.0,58.125,0.0,0.0,0.0,364.6566,233.64,7.5,1.0,1.0,1.0,1.0,0.1829,9,,0.1829,-0.1829,,,,41666,9,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.1607,0.025,0,0,0,0,0,0.005,7.993592853534739,48.83270610003901,48.83270610003901,49.0,49,49,0,1,1.0,19.249468498469813,8.82394876669403,50.110686832448906,20.0,0.9775,classical_baseline,distributed_edge,0.25,100,100,log_normal,2,501236
dstep,50,97,1201,4656,511.0907,77.5,31.0,58.125,13.125,55.02,17.1937,35.447,216.18,7.5,1.0,1.0,1.0,1.0,0.1829,9,1.0829,-1.0854,1.0854,32.3655,13.5566,1.7789,3354,104,94,1201,channel_aware_adaptive,-18.8,-20.0,-10.0,-9.5833,94,0,94,-72.5005,0.37,73,70,73,0,0,0.005,7.993592853534739,30.614795353024466,48.83270610003901,22.04,7,49,0,1,1.0,6.275466754580257,0.0053509567480318765,30.110686832448906,20.0,0.9775,intelligent_dstep,dstep_full,0.25,100,100,log_normal,2,501236
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,0.1996,9,,0.1996,-0.1996,,,,71997,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-61.9717,0.02,0,0,0,0,0,0.005,6.343312283762527,47.75886420641497,47.75886420641497,49.0,49,49,0,1,1.0,19.48829052598949,10.288281541045407,50.580620514797296,20.0,0.9525,classical_baseline,periodic,0.25,100,100,log_normal,3,501237
event_driven,50,893,1297,42864,720.7694,77.5,31.0,0.0,0.0,0.0,0.0,371.3094,233.46,7.5,1.0,1.0,1.0,1.0,0.1996,9,,0.1996,-0.1996,,,,42457,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.2763,0.02,0,0,0,0,0,0.005,6.343312283762527,47.75886420641497,47.75886420641497,49.0,49,49,0,1,1.0,19.48829052598949,10.288281541045407,50.580620514797296,20.0,0.9525,classical_baseline,event_driven,0.25,100,100,log_normal,3,501237
distributed_edge,50,893,1297,42864,778.8944,77.5,31.0,58.125,0.0,0.0,0.0,371.3094,233.46,7.5,1.0,1.0,1.0,1.0,0.2036,9,,0.2036,-0.2036,,,,42457,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.2763,0.02,0,0,0,0,0,0.005,6.343312283762527,47.75886420641497,47.75886420641497,49.0,49,49,0,1,1.0,19.48829052598949,10.288281541045407,50.580620514797296,20.0,0.9525,classical_baseline,distributed_edge,0.25,100,100,log_normal,3,501237
dstep,50,100,1458,4800,565.0325,77.5,31.0,58.125,13.125,60.16,18.8,36.3825,262.44,7.5,1.0,1.0,1.0,1.0,0.2036,9,0.7236,-2.9521,2.9521,32.2442,15.3255,1.1884,3224,105,113,1458,channel_aware_adaptive,-19.4,-20.0,-10.0,-9.7959,97,0,97,-72.2303,0.455,70,69,70,0,0,0.005,6.343312283762527,28.513957320845012,47.75886420641497,20.16,10,49,0,1,1.0,6.16975147906601,0.0030618083416982245,30.58062051479729,20.0,0.9525,intelligent_dstep,dstep_full,0.25,100,100,log_normal,3,501237
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.2528,12,,-0.2528,0.2528,,,,71992,8,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-61.9698,0.025,0,0,0,0,0,0.005,7.491451969514246,43.69305309709128,43.69305309709128,49.0,49,49,0,1,1.0,20.317624948866314,9.497836667713472,55.0,20.0,0.9625,classical_baseline,periodic,0.25,100,100,log_normal,4,501238
event_driven,50,874,1397,41952,730.8692,77.5,31.0,0.0,0.0,0.0,0.0,363.4092,251.46,7.5,1.0,1.0,1.0,1.0,-0.2528,12,,-0.2528,0.2528,,,,41423,6,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-61.9949,0.02,0,0,0,0,0,0.005,7.491451969514246,43.69305309709128,43.69305309709128,49.0,49,49,0,1,1.0,20.317624948866314,9.497836667713472,55.0,20.0,0.9625,classical_baseline,event_driven,0.25,100,100,log_normal,4,501238
distributed_edge,50,874,1397,41952,788.9942,77.5,31.0,58.125,0.0,0.0,0.0,363.4092,251.46,7.5,1.0,1.0,1.0,1.0,-0.2488,12,,-0.2488,0.2488,,,,41423,6,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-61.9949,0.02,0,0,0,0,0,0.005,7.491451969514246,43.69305309709128,43.69305309709128,49.0,49,49,0,1,1.0,20.317624948866314,9.497836667713472,55.0,20.0,0.9625,classical_baseline,distributed_edge,0.25,100,100,log_normal,4,501238
dstep,50,102,1585,4896,591.85,77.5,31.0,58.125,13.125,62.7,19.5937,37.0062,285.3,7.5,1.0,1.0,1.0,1.0,-0.2488,12,0.7512,-4.2701,4.2701,37.3054,11.5963,1.3297,3238,93,82,1585,channel_aware_adaptive,-19.8,-20.0,-10.0,-9.9329,99,0,99,-72.5833,0.475,68,68,68,0,0,0.005,7.491451969514246,26.861055210151257,43.69305309709128,22.86,9,46,0,1,1.0,5.286009401964275,0.025948688704232836,35.0,20.0,0.9625,intelligent_dstep,dstep_full,0.25,100,100,log_normal,4,501238
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.1531,9,,-0.1531,0.1531,,,,71991,9,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.3729,0.025,0,0,0,0,0,0.005,7.873049709385241,51.5744424781206,51.5744424781206,49.0,49,49,0,1,1.0,18.730319971836973,8.605524370190622,43.09896142166062,20.0,1.0,classical_baseline,periodic,0.25,100,100,log_normal,5,501239
event_driven,50,853,1346,40944,712.9574,77.5,31.0,0.0,0.0,0.0,0.0,354.6774,242.28,7.5,1.0,1.0,1.0,1.0,-0.1531,9,,-0.1531,0.1531,,,,40445,6,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.2123,0.025,0,0,0,0,0,0.005,7.873049709385241,51.5744424781206,51.5744424781206,49.0,49,49,0,1,1.0,18.730319971836973,8.605524370190622,43.09896142166062,20.0,1.0,classical_baseline,event_driven,0.25,100,100,log_normal,5,501239
distributed_edge,50,853,1346,40944,771.0824,77.5,31.0,58.125,0.0,0.0,0.0,354.6774,242.28,7.5,1.0,1.0,1.0,1.0,-0.1491,9,,-0.1491,0.1491,,,,40445,6,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.2123,0.025,0,0,0,0,0,0.005,7.873049709385241,51.5744424781206,51.5744424781206,49.0,49,49,0,1,1.0,18.730319971836973,8.605524370190622,43.09896142166062,20.0,1.0,classical_baseline,distributed_edge,0.25,100,100,log_normal,5,501239
dstep,50,100,1558,4800,585.6575,77.5,31.0,58.125,13.125,62.16,19.425,36.3825,280.44,7.5,1.0,1.0,1.0,1.0,-0.1491,9,0.7709,-3.6547,3.6547,38.2751,12.0464,1.2721,3115,123,104,1558,channel_aware_adaptive,-19.4,-20.0,-10.0,-9.7959,97,0,97,-73.4006,0.53,69,66,69,0,0,0.005,7.873049709385241,33.72723038960826,51.5744424781206,18.54,6,49,0,1,1.0,5.517285960692363,0.00217757964917098,33.09896142166062,20.0,1.0,intelligent_dstep,dstep_full,0.25,100,100,log_normal,5,501239
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.2006,10,,-0.2006,0.2006,,,,71987,13,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7547,0.02,0,0,0,0,0,0.005,8.010172112917553,50.39760115741011,50.39760115741011,49.0,49,49,0,1,1.0,18.95422342483755,9.021491864202574,44.54752054895553,20.0,0.999375,classical_baseline,periodic,0.25,100,100,log_normal,6,501240
event_driven,50,863,1342,41424,716.3954,77.5,31.0,0.0,0.0,0.0,0.0,358.8354,241.56,7.5,1.0,1.0,1.0,1.0,-0.2006,10,,-0.2006,0.2006,,,,40934,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.5717,0.02,0,0,0,0,0,0.005,8.010172112917553,50.39760115741011,50.39760115741011,49.0,49,49,0,1,1.0,18.95422342483755,9.021491864202574,44.54752054895553,20.0,0.999375,classical_baseline,event_driven,0.25,100,100,log_normal,6,501240
distributed_edge,50,863,1342,41424,774.5204,77.5,31.0,58.125,0.0,0.0,0.0,358.8354,241.56,7.5,1.0,1.0,1.0,1.0,-0.1966,10,,-0.1966,0.1966,,,,40934,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.5717,0.02,0,0,0,0,0,0.005,8.010172112917553,50.39760115741011,50.39760115741011,49.0,49,49,0,1,1.0,18.95422342483755,9.021491864202574,44.54752054895553,20.0,0.999375,classical_baseline,distributed_edge,0.25,100,100,log_normal,6,501240
dstep,50,94,1145,4512,498.6052,77.5,31.0,58.125,13.125,53.9,16.8437,34.5114,206.1,7.5,1.0,1.0,1.0,1.0,-0.1966,10,0.8434,-1.7646,1.7646,37.1443,18.8196,1.1281,3259,93,109,1145,channel_aware_adaptive,-18.0,-20.0,-10.0,-9.2857,90,0,90,-72.1484,0.335,71,70,71,0,0,0.005,8.010172112917553,34.22165765679349,50.39760115741011,24.38,6,49,0,1,1.0,6.722121684451892,0.010231607969757306,29.923378773678536,20.0,0.999375,intelligent_dstep,dstep_full,0.25,100,100,log_normal,6,501240
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.581,13,,-0.581,0.581,,,,71989,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.1443,0.02,0,0,0,0,0,0.005,8.326946926234353,49.92186788084587,49.92186788084587,49.0,49,49,0,1,1.0,19.15384268842638,8.291927390670068,49.39165338464534,20.0,0.99625,classical_baseline,periodic,0.25,100,100,log_normal,7,501241
event_driven,50,866,1444,41568,736.0028,77.5,31.0,0.0,0.0,0.0,0.0,360.0828,259.92,7.5,1.0,1.0,1.0,1.0,-0.581,13,,-0.581,0.581,,,,40985,5,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.1447,0.02,0,0,0,0,0,0.005,8.326946926234353,49.92186788084587,49.92186788084587,49.0,49,49,0,1,1.0,19.15384268842638,8.291927390670068,49.39165338464534,20.0,0.99625,classical_baseline,event_driven,0.25,100,100,log_normal,7,501241
distributed_edge,50,866,1444,41568,794.1278,77.5,31.0,58.125,0.0,0.0,0.0,360.0828,259.92,7.5,1.0,1.0,1.0,1.0,-0.577,13,,-0.577,0.577,,,,40985,5,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.1447,0.02,0,0,0,0,0,0.005,8.326946926234353,49.92186788084587,49.92186788084587,49.0,49,49,0,1,1.0,19.15384268842638,8.291927390670068,49.39165338464534,20.0,0.99625,classical_baseline,distributed_edge,0.25,100,100,log_normal,7,501241
dstep,50,94,1470,4512,565.6364,77.5,31.0,58.125,13.125,60.4,18.875,34.5114,264.6,7.5,1.0,1.0,1.0,1.0,-0.577,13,0.783,-2.933,2.933,35.4315,16.1639,1.2741,2906,130,100,1470,channel_aware_adaptive,-18.0,-20.0,-10.0,-9.2857,90,0,90,-72.2543,0.495,66,63,66,0,0,0.005,8.326946926234353,33.15063667239959,49.92186788084587,24.2,3,49,0,1,1.0,6.6469806027267175,0.016330032196137267,30.76199472954856,20.0,0.99625,intelligent_dstep,dstep_full,0.25,100,100,log_normal,7,501241
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.0518,15,,-0.0518,0.0518,,,,71995,5,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.8879,0.02,0,0,0,0,0,0.005,8.867466398234189,53.69377230062541,53.69377230062541,49.0,49,49,0,1,1.0,18.326741510129803,8.902529253507339,45.44191998721462,20.0,1.0,classical_baseline,periodic,0.25,100,100,log_normal,8,501242
event_driven,50,860,1345,41280,715.688,77.5,31.0,0.0,0.0,0.0,0.0,357.588,242.1,7.5,1.0,1.0,1.0,1.0,-0.0518,15,,-0.0518,0.0518,,,,40786,9,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.3844,0.04,0,0,0,0,0,0.005,8.867466398234189,53.69377230062541,53.69377230062541,49.0,49,49,0,1,1.0,18.326741510129803,8.902529253507339,45.44191998721462,20.0,1.0,classical_baseline,event_driven,0.25,100,100,log_normal,8,501242
distributed_edge,50,860,1345,41280,773.813,77.5,31.0,58.125,0.0,0.0,0.0,357.588,242.1,7.5,1.0,1.0,1.0,1.0,-0.0478,15,,-0.0478,0.0478,,,,40786,9,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.3844,0.04,0,0,0,0,0,0.005,8.867466398234189,53.69377230062541,53.69377230062541,49.0,49,49,0,1,1.0,18.326741510129803,8.902529253507339,45.44191998721462,20.0,1.0,classical_baseline,distributed_edge,0.25,100,100,log_normal,8,501242
dstep,50,100,1509,4800,575.5512,77.5,31.0,58.125,13.125,61.18,19.1187,36.3825,271.62,7.5,1.0,1.0,1.0,1.0,-0.0478,15,0.5122,-4.7114,4.7114,41.5041,10.5299,1.2013,3161,126,104,1509,channel_aware_adaptive,-19.4,-20.0,-10.0,-9.7959,97,0,97,-73.6488,0.445,67,67,67,0,0,0.005,8.867466398234189,27.29135847954924,53.69377230062541,17.54,8,49,0,1,1.0,5.511052770427972,0.051453791462677145,25.441919987214618,20.0,1.0,intelligent_dstep,dstep_full,0.25,100,100,log_normal,8,501242
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.5554,12,,-0.5554,0.5554,,,,71986,14,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.2223,0.025,0,0,0,0,0,0.005,6.863237517412725,53.030204344087586,53.030204344087586,49.0,49,49,0,1,1.0,18.533453696608273,8.754467733235998,55.0,20.0,0.99875,classical_baseline,periodic,0.25,100,100,log_normal,9,501243
event_driven,50,860,1296,41280,706.868,77.5,31.0,0.0,0.0,0.0,0.0,357.588,233.28,7.5,1.0,1.0,1.0,1.0,-0.5554,12,,-0.5554,0.5554,,,,40833,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.1366,0.025,0,0,0,0,0,0.005,6.863237517412725,53.030204344087586,53.030204344087586,49.0,49,49,0,1,1.0,18.533453696608273,8.754467733235998,55.0,20.0,0.99875,classical_baseline,event_driven,0.25,100,100,log_normal,9,501243
distributed_edge,50,860,1296,41280,764.993,77.5,31.0,58.125,0.0,0.0,0.0,357.588,233.28,7.5,1.0,1.0,1.0,1.0,-0.5514,12,,-0.5514,0.5514,,,,40833,11,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-62.1366,0.025,0,0,0,0,0,0.005,6.863237517412725,53.030204344087586,53.030204344087586,49.0,49,49,0,1,1.0,18.533453696608273,8.754467733235998,55.0,20.0,0.99875,classical_baseline,distributed_edge,0.25,100,100,log_normal,9,501243
dstep,50,106,1572,5088,590.4161,77.5,31.0,58.125,13.125,62.44,19.5125,38.2536,282.96,7.5,1.0,1.0,1.0,1.0,-0.5514,12,0.4686,-4.0156,4.0156,39.7668,17.5898,1.1643,3198,158,266,1572,channel_aware_adaptive,-19.6,-20.0,-10.0,-9.8649,98,0,98,-72.8453,0.555,72,68,72,0,0,0.005,6.863237517412725,29.58514950383533,53.030204344087586,17.14,7,48,0,1,1.0,5.4817332651843955,0.01744121287529765,35.0,20.0,0.99875,intelligent_dstep,dstep_full,0.25,100,100,log_normal,9,501243
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-1.1776,16,,-1.1776,1.1776,,,,71997,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.6679,0.02,0,0,0,0,0,0.005,8.317590393846409,50.421467026891136,50.421467026891136,49.0,49,49,0,1,1.0,18.96018403276681,8.454119968896123,47.532552988958095,20.0,0.993125,classical_baseline,periodic,0.5,100,100,log_normal,0,501234
event_driven,50,904,1399,43392,743.7032,77.5,31.0,0.0,0.0,0.0,0.0,375.8832,251.82,7.5,1.0,1.0,1.0,1.0,-1.1776,16,,-1.1776,1.1776,,,,42894,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7749,0.02,0,0,0,0,0,0.005,8.317590393846409,50.421467026891136,50.421467026891136,49.0,49,49,0,1,1.0,18.96018403276681,8.454119968896123,47.532552988958095,20.0,0.993125,classical_baseline,event_driven,0.5,100,100,log_normal,0,501234
distributed_edge,50,904,1399,43392,859.9532,77.5,31.0,116.25,0.0,0.0,0.0,375.8832,251.82,7.5,1.0,1.0,1.0,1.0,-1.1736,16,,-1.1736,1.1736,,,,42894,3,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7749,0.02,0,0,0,0,0,0.005,8.317590393846409,50.421467026891136,50.421467026891136,49.0,49,49,0,1,1.0,18.96018403276681,8.454119968896123,47.532552988958095,20.0,0.993125,classical_baseline,distributed_edge,0.5,100,100,log_normal,0,501234
dstep,50,104,1608,4992,751.3649,77.5,31.0,116.25,26.25,126.32,39.475,37.6299,289.44,7.5,1.0,1.0,1.0,1.0,-1.1736,16,-0.3336,-8.1173,8.1173,30.6695,13.1075,1.5259,3174,148,166,1608,channel_aware_adaptive,-19.6,-20.0,-10.0,-9.8649,98,0,98,-74.1524,0.445,70,68,70,0,0,0.005,8.317590393846409,26.663878211494275,50.421467026891136,19.12,4,49,0,1,1.0,5.160745446552083,0.005254815962160819,27.532552988958088,20.0,0.993125,intelligent_dstep,dstep_full,0.5,100,100,log_normal,0,501234
periodic,50,1500,1500,72000,1009.7,77.5,31.0,0.0,0.0,0.0,0.0,623.7,270.0,7.5,1.0,1.0,1.0,1.0,-0.3802,10,,-0.3802,0.3802,,,,71974,26,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.9573,0.025,0,0,0,0,0,0.005,7.9088417555672335,52.3058418422491,52.3058418422491,49.0,49,49,0,1,1.0,18.511740991374648,8.738617403438923,44.68198150348273,20.0,1.0,classical_baseline,periodic,0.5,100,100,log_normal,1,501235
event_driven,50,882,1347,42336,725.1956,77.5,31.0,0.0,0.0,0.0,0.0,366.7356,242.46,7.5,1.0,1.0,1.0,1.0,-0.3802,10,,-0.3802,0.3802,,,,41861,10,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7208,0.02,0,0,0,0,0,0.005,7.9088417555672335,52.3058418422491,52.3058418422491,49.0,49,49,0,1,1.0,18.511740991374648,8.738617403438923,44.68198150348273,20.0,1.0,classical_baseline,event_driven,0.5,100,100,log_normal,1,501235
distributed_edge,50,882,1347,42336,841.4456,77.5,31.0,116.25,0.0,0.0,0.0,366.7356,242.46,7.5,1.0,1.0,1.0,1.0,-0.3762,9,,-0.3762,0.3762,,,,41861,10,0,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-63.7208,0.02,0,0,0,0,0,0.005,7.9088417555672335,52.3058418422491,52.3058418422491,49.0,49,49,0,1,1.0,18.511740991374648,8.738617403438923,44.68198150348273,20.0,1.0,classical_baseline,distributed_edge,0.5,100,100,log_normal,1,501235
