algorithm_family,algorithm,nodes,area_width_m,area_height_m,channel_model,ai_compute_scale,runs,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,dcr_mean,dcr_std,dcr_ci95_low,dcr_ci95_high,tx_packets_mean,tx_packets_std,tx_packets_ci95_low,tx_packets_ci95_high,energy_mj_mean,energy_mj_std,energy_mj_ci95_low,energy_mj_ci95_high,energy_tx_mj_mean,energy_tx_mj_std,energy_tx_mj_ci95_low,energy_tx_mj_ci95_high,energy_rx_mj_mean,energy_rx_mj_std,energy_rx_mj_ci95_low,energy_rx_mj_ci95_high,energy_infer_mj_mean,energy_infer_mj_std,energy_infer_mj_ci95_low,energy_infer_mj_ci95_high,energy_consensus_mj_mean,energy_consensus_mj_std,energy_consensus_mj_ci95_low,energy_consensus_mj_ci95_high,energy_estimate_mj_mean,energy_estimate_mj_std,energy_estimate_mj_ci95_low,energy_estimate_mj_ci95_high,energy_prediction_mj_mean,energy_prediction_mj_std,energy_prediction_mj_ci95_low,energy_prediction_mj_ci95_high,collisions_mean,collisions_std,collisions_ci95_low,collisions_ci95_high,mean_lead_time_s_mean,mean_lead_time_s_std,mean_lead_time_s_ci95_low,mean_lead_time_s_ci95_high,ai_compute_energy_mj_mean,ai_compute_energy_mj_std
classical_baseline,event_driven,50,100,100,log_normal,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.2745600000001,11.537781926176274,715.1233686735239,729.4257513264762,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,log_normal,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71990.2,6.876691711054734,71985.93778231954,71994.46221768046,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,log_normal,1.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,1071.02456,11.537781926176274,1063.8733686735238,1078.1757513264763,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,348.75,0.0,348.75,348.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,348.75,0.0
intelligent_dstep,dstep_full,50,100,100,log_normal,1.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,99.8,3.910100879630715,97.37649436651046,102.22350563348954,1316.89763,54.87112226430724,1282.8881560715417,1350.9071039284581,36.32014,1.2193626861784979,35.564371177099545,37.07590882290046,262.908,28.780268240584554,245.06980493507263,280.7461950649274,348.75,0.0,348.75,348.75,78.75,0.0,78.75,78.75,361.272,19.186845493723034,349.3798699567151,373.1641300432849,112.8975,5.99588921678845,109.18120936147345,116.61379063852654,3183.9,116.70804028286426,3111.5636072044877,3256.2363927955125,3.78428,1.9156799551769255,2.5969292624474827,4.971630737552517,901.6695,25.182734710511486
classical_baseline,event_driven,50,100,100,log_normal,1.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.2745600000001,11.537781926176274,715.1233686735239,729.4257513264762,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,log_normal,1.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71990.2,6.876691711054734,71985.93778231954,71994.46221768046,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,log_normal,2.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,1187.27456,11.537781926176274,1180.1233686735238,1194.4257513264763,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,465.0,0.0,465.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,465.0,0.0
intelligent_dstep,dstep_full,50,100,100,log_normal,2.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,99.8,3.910100879630715,97.37649436651046,102.22350563348954,1617.45414,63.26455587894728,1578.242362019652,1656.665917980348,36.32014,1.2193626861784979,35.564371177099545,37.07590882290046,262.908,28.780268240584554,245.06980493507263,280.7461950649274,465.0,0.0,465.0,465.0,105.0,0.0,105.0,105.0,481.69599999999997,25.582460658297375,465.8398266089534,497.55217339104655,150.53,7.99451895571793,145.57494581529795,155.48505418470205,3183.9,116.70804028286426,3111.5636072044877,3256.2363927955125,3.78428,1.9156799551769255,2.5969292624474827,4.971630737552517,1202.226,33.57697961401529
classical_baseline,event_driven,50,100,100,log_normal,2.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.2745600000001,11.537781926176274,715.1233686735239,729.4257513264762,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,log_normal,2.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71990.2,6.876691711054734,71985.93778231954,71994.46221768046,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,log_normal,3.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,1419.77456,11.537781926176274,1412.6233686735238,1426.9257513264763,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,697.5,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,697.5,0.0
intelligent_dstep,dstep_full,50,100,100,log_normal,3.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,99.8,3.910100879630715,97.37649436651046,102.22350563348954,2218.56713,80.05194767752103,2168.950418784456,2268.183841215544,36.32014,1.2193626861784979,35.564371177099545,37.07590882290046,262.908,28.780268240584554,245.06980493507263,280.7461950649274,697.5,0.0,697.5,697.5,157.5,0.0,157.5,157.5,722.544,38.37369098744607,698.7597399134302,746.3282600865698,225.795,11.9917784335769,218.3624187229469,233.22758127705308,3183.9,116.70804028286426,3111.5636072044877,3256.2363927955125,3.78428,1.9156799551769255,2.5969292624474827,4.971630737552517,1803.339,50.36546942102297
classical_baseline,event_driven,50,100,100,log_normal,3.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.2745600000001,11.537781926176274,715.1233686735239,729.4257513264762,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,log_normal,3.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71990.2,6.876691711054734,71985.93778231954,71994.46221768046,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,log_normal,4.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,1652.27456,11.537781926176274,1645.1233686735238,1659.4257513264763,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,930.0,0.0,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,930.0,0.0
intelligent_dstep,dstep_full,50,100,100,log_normal,4.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,99.8,3.910100879630715,97.37649436651046,102.22350563348954,2819.68014,96.8396904856704,2759.6582779912706,2879.7020020087293,36.32014,1.2193626861784979,35.564371177099545,37.07590882290046,262.908,28.780268240584554,245.06980493507263,280.7461950649274,930.0,0.0,930.0,930.0,210.0,0.0,210.0,210.0,963.3919999999999,51.16492131659475,931.6796532179068,995.1043467820931,301.06,15.98903791143586,291.1498916305959,310.9701083694041,3183.9,116.70804028286426,3111.5636072044877,3256.2363927955125,3.78428,1.9156799551769255,2.5969292624474827,4.971630737552517,2404.452,67.15395922803059
classical_baseline,event_driven,50,100,100,log_normal,4.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.2745600000001,11.537781926176274,715.1233686735239,729.4257513264762,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.198,8.894764752369793,237.68496768970107,248.71103231029895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41428.4,790.5635402111022,40938.40364125797,41918.39635874203,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,log_normal,4.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71990.2,6.876691711054734,71985.93778231954,71994.46221768046,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,0.1,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,745.41656,11.561166471251944,738.2508747823246,752.5822452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,23.25,0.0,23.25,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,23.25,0.0
intelligent_dstep,dstep_full,50,100,100,rician,0.1,10,0.99899,0.0031939004367700623,0.9970104000000001,1.0009696000000001,1.0,0.0,1.0,1.0,99.1,3.665151201974256,96.82831574964007,101.37168425035992,468.26211,34.170851915125624,447.0827965585358,489.4414234414642,36.10186,1.1429736131881794,35.393437615063206,36.8102823849368,256.428,31.37629423625423,236.98077135285337,275.8752286471466,23.25,0.0,23.25,23.25,5.25,0.0,5.25,5.25,23.796,1.3952261465439932,22.931229875076617,24.66077012492338,7.43625,0.43600817079499793,7.166009335961443,7.706490664038557,3061.1,132.50446533356276,2978.9728815230114,3143.2271184769884,3.62839,1.8730518563444942,2.4674604318355993,4.789319568164401,59.73225,1.8312343173389911
classical_baseline,event_driven,50,100,100,rician,0.1,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.16656,11.561166471251944,715.0008747823246,729.3322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,rician,0.1,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71787.8,25.724177991402044,71771.85598929587,71803.74401070413,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,0.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,780.29156,11.561166471251944,773.1258747823246,787.4572452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,58.125,0.0,58.125,58.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,58.125,0.0
intelligent_dstep,dstep_full,50,100,100,rician,0.25,10,0.99899,0.0031939004367700623,0.9970104000000001,1.0009696000000001,1.0,0.0,1.0,1.0,99.1,3.665151201974256,96.82831574964007,101.37168425035992,557.86049,36.91727652370453,534.9789249502668,580.7420550497333,36.10186,1.1429736131881794,35.393437615063206,36.8102823849368,256.428,31.37629423625423,236.98077135285337,275.8752286471466,58.125,0.0,58.125,58.125,13.125,0.0,13.125,13.125,59.49,3.4880653663599834,57.32807468769155,61.65192531230846,18.590609999999998,1.0900349050986091,17.914999366277367,19.26622063372263,3061.1,132.50446533356276,2978.9728815230114,3143.2271184769884,3.62839,1.8730518563444942,2.4674604318355993,4.789319568164401,149.33061,4.5781002713279815
classical_baseline,event_driven,50,100,100,rician,0.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.16656,11.561166471251944,715.0008747823246,729.3322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,rician,0.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71787.8,25.724177991402044,71771.85598929587,71803.74401070413,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,0.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,838.41656,11.561166471251944,831.2508747823246,845.5822452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,116.25,0.0,116.25,116.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,116.25,0.0
intelligent_dstep,dstep_full,50,100,100,rician,0.5,10,0.99899,0.0031939004367700623,0.9970104000000001,1.0009696000000001,1.0,0.0,1.0,1.0,99.1,3.665151201974256,96.82831574964007,101.37168425035992,707.19111,41.49482850194038,681.472348839896,732.909871160104,36.10186,1.1429736131881794,35.393437615063206,36.8102823849368,256.428,31.37629423625423,236.98077135285337,275.8752286471466,116.25,0.0,116.25,116.25,26.25,0.0,26.25,26.25,118.98,6.976130732719967,114.6561493753831,123.30385062461691,37.18125,2.1800408539749885,35.83004667980722,38.53245332019278,3061.1,132.50446533356276,2978.9728815230114,3143.2271184769884,3.62839,1.8730518563444942,2.4674604318355993,4.789319568164401,298.66125,9.156171586694956
classical_baseline,event_driven,50,100,100,rician,0.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.16656,11.561166471251944,715.0008747823246,729.3322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,rician,0.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71787.8,25.724177991402044,71771.85598929587,71803.74401070413,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,0.75,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,896.54156,11.561166471251944,889.3758747823246,903.7072452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,174.375,0.0,174.375,174.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,174.375,0.0
intelligent_dstep,dstep_full,50,100,100,rician,0.75,10,0.99899,0.0031939004367700623,0.9970104000000001,1.0009696000000001,1.0,0.0,1.0,1.0,99.1,3.665151201974256,96.82831574964007,101.37168425035992,856.52174,46.07244702425374,827.9657414850786,885.0777385149214,36.10186,1.1429736131881794,35.393437615063206,36.8102823849368,256.428,31.37629423625423,236.98077135285337,275.8752286471466,174.375,0.0,174.375,174.375,39.375,0.0,39.375,39.375,178.47,10.46419609907995,171.98422406307463,184.95577593692536,55.77189,3.2700468030799397,53.7450939931954,57.7986860068046,3061.1,132.50446533356276,2978.9728815230114,3143.2271184769884,3.62839,1.8730518563444942,2.4674604318355993,4.789319568164401,447.99189,13.734242902116367
classical_baseline,event_driven,50,100,100,rician,0.75,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.16656,11.561166471251944,715.0008747823246,729.3322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,rician,0.75,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71787.8,25.724177991402044,71771.85598929587,71803.74401070413,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,954.66656,11.561166471251944,947.5008747823246,961.8322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,232.5,0.0,232.5,232.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,232.5,0.0
intelligent_dstep,dstep_full,50,100,100,rician,1.0,10,0.99899,0.0031939004367700623,0.9970104000000001,1.0009696000000001,1.0,0.0,1.0,1.0,99.1,3.665151201974256,96.82831574964007,101.37168425035992,1005.85236,50.650189957989745,974.4590470192626,1037.2456729807375,36.10186,1.1429736131881794,35.393437615063206,36.8102823849368,256.428,31.37629423625423,236.98077135285337,275.8752286471466,232.5,0.0,232.5,232.5,52.5,0.0,52.5,52.5,237.96,13.952261465439934,229.3122987507662,246.60770124923383,74.3625,4.360081707949977,71.66009335961444,77.06490664038556,3061.1,132.50446533356276,2978.9728815230114,3143.2271184769884,3.62839,1.8730518563444942,2.4674604318355993,4.789319568164401,597.3225,18.312343173389912
classical_baseline,event_driven,50,100,100,rician,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.16656,11.561166471251944,715.0008747823246,729.3322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,rician,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71787.8,25.724177991402044,71771.85598929587,71803.74401070413,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,1012.79156,11.561166471251921,1005.6258747823246,1019.9572452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,290.625,0.0,290.625,290.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,290.625,0.0
intelligent_dstep,dstep_full,50,100,100,rician,1.25,10,0.99899,0.0031939004367700623,0.9970104000000001,1.0009696000000001,1.0,0.0,1.0,1.0,99.1,3.665151201974256,96.82831574964007,101.37168425035992,1155.18293,55.2279834721101,1120.9522712033995,1189.4135887966004,36.10186,1.1429736131881794,35.393437615063206,36.8102823849368,256.428,31.37629423625423,236.98077135285337,275.8752286471466,290.625,0.0,290.625,290.625,65.625,0.0,65.625,65.625,297.45,17.440326831799908,286.64037343845774,308.25962656154223,92.95312,5.45009982554856,89.57511313089212,96.33112686910788,3061.1,132.50446533356276,2978.9728815230114,3143.2271184769884,3.62839,1.8730518563444942,2.4674604318355993,4.789319568164401,746.65312,22.890426657292533
classical_baseline,event_driven,50,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,722.16656,11.561166471251944,715.0008747823246,729.3322452176754,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,periodic,50,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.0,0.0,1500.0,1500.0,1009.7,0.0,1009.7,1009.7,623.7,0.0,623.7,623.7,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71787.8,25.724177991402044,71771.85598929587,71803.74401070413,0.2974,0.40756359830910643,0.04478946464197764,0.5500105353580224,0.0,0.0
classical_baseline,distributed_edge,50,100,100,rician,1.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,873.2,16.143798258843,863.193970173496,883.206029826504,1070.9165600000001,11.561166471251905,1063.7508747823247,1078.0822452176756,363.07656,6.712591316026912,358.91605279813956,367.2370672018604,243.09,8.928616914169856,237.55598590243935,248.62401409756066,348.75,0.0,348.75,348.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41310.9,798.5882613156239,40815.9298675875,41805.8701324125,0.2934,0.40756359830910643,0.040789464641977635,0.5460105353580224,348.75,0.0
