algorithm_family,algorithm,nodes,area_width_m,area_height_m,channel_model,ai_compute_scale,runs,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,dcr_mean,dcr_std,dcr_ci95_low,dcr_ci95_high,tx_packets_mean,tx_packets_std,tx_packets_ci95_low,tx_packets_ci95_high,energy_mj_mean,energy_mj_std,energy_mj_ci95_low,energy_mj_ci95_high,energy_tx_mj_mean,energy_tx_mj_std,energy_tx_mj_ci95_low,energy_tx_mj_ci95_high,energy_rx_mj_mean,energy_rx_mj_std,energy_rx_mj_ci95_low,energy_rx_mj_ci95_high,energy_infer_mj_mean,energy_infer_mj_std,energy_infer_mj_ci95_low,energy_infer_mj_ci95_high,energy_consensus_mj_mean,energy_consensus_mj_std,energy_consensus_mj_ci95_low,energy_consensus_mj_ci95_high,energy_estimate_mj_mean,energy_estimate_mj_std,energy_estimate_mj_ci95_low,energy_estimate_mj_ci95_high,energy_prediction_mj_mean,energy_prediction_mj_std,energy_prediction_mj_ci95_low,energy_prediction_mj_ci95_high,collisions_mean,collisions_std,collisions_ci95_low,collisions_ci95_high,mean_lead_time_s_mean,mean_lead_time_s_std,mean_lead_time_s_ci95_low,mean_lead_time_s_ci95_high,ai_compute_energy_mj_mean,ai_compute_energy_mj_std
classical_baseline,periodic,100,100,100,rician,1.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,3000.0,0.0,3000.0,3000.0,2019.4,0.0,2019.4,2019.4,1247.4,0.0,1247.4,1247.4,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293089.2,66.31540796325793,293048.09728430706,293130.30271569296,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,distributed_edge,100,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,2051.80768,17.33276440456053,2041.0647213215611,2062.5506386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,581.25,0.0,581.25,581.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49454,0.30839645912364166,0.3033938943003023,0.6856861056996977,581.25,0.0
intelligent_dstep,dstep_full,100,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,202.5,2.3213980461973533,201.0611825843577,203.9388174156423,2692.92098,91.60933279739568,2636.1409272726455,2749.7010327273542,73.54464,0.7239459298409858,73.09593366394323,73.99334633605677,733.302,52.73514994763931,700.6164154293303,765.9875845706697,581.25,0.0,581.25,581.25,131.25,0.0,131.25,131.25,717.39,29.29730552646627,699.2313419051835,735.5486580948165,224.18438,9.155386039169638,218.50981294259083,229.85894705740918,14431.6,297.1128479962528,14247.44754893356,14615.75245106644,4.84021,1.3273214911994757,4.01752761650163,5.66289238349837,1654.07438,38.452691565576146
classical_baseline,event_driven,100,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,1470.55768,17.332764404560496,1459.8147213215611,1481.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,periodic,100,100,100,rician,1.25,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,3000.0,0.0,3000.0,3000.0,2019.4,0.0,2019.4,2019.4,1247.4,0.0,1247.4,1247.4,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293089.2,66.31540796325793,293048.09728430706,293130.30271569296,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,distributed_edge,100,100,100,rician,1.5,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,2168.05768,17.332764404560443,2157.314721321561,2178.8006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,697.5,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49454,0.30839645912364166,0.3033938943003023,0.6856861056996977,697.5,0.0
intelligent_dstep,dstep_full,100,100,100,rician,1.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,202.5,2.3213980461973533,201.0611825843577,203.9388174156423,3023.73586,99.29970519648757,2962.1892650767845,3085.282454923215,73.54464,0.7239459298409858,73.09593366394323,73.99334633605677,733.302,52.73514994763931,700.6164154293303,765.9875845706697,697.5,0.0,697.5,697.5,157.5,0.0,157.5,157.5,860.868,35.15676663175952,839.0776102862203,882.6583897137798,269.02125,10.986489572424851,262.21175321444383,275.8307467855562,14431.6,297.1128479962528,14247.44754893356,14615.75245106644,4.84021,1.3273214911994757,4.01752761650163,5.66289238349837,1984.88925,46.1432562041844
classical_baseline,event_driven,100,100,100,rician,1.5,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,1470.55768,17.332764404560496,1459.8147213215611,1481.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,periodic,100,100,100,rician,1.5,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,3000.0,0.0,3000.0,3000.0,2019.4,0.0,2019.4,2019.4,1247.4,0.0,1247.4,1247.4,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293089.2,66.31540796325793,293048.09728430706,293130.30271569296,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,distributed_edge,100,100,100,rician,2.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,2400.55768,17.332764404560443,2389.814721321561,2411.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,930.0,0.0,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49454,0.30839645912364166,0.3033938943003023,0.6856861056996977,930.0,0.0
intelligent_dstep,dstep_full,100,100,100,rician,2.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,202.5,2.3213980461973533,201.0611825843577,203.9388174156423,3685.36564,114.68058992048017,3614.285873958149,3756.445406041851,73.54464,0.7239459298409858,73.09593366394323,73.99334633605677,733.302,52.73514994763931,700.6164154293303,765.9875845706697,930.0,0.0,930.0,930.0,210.0,0.0,210.0,210.0,1147.824,46.87568884234603,1118.7701470482937,1176.8778529517065,358.695,14.648652763233136,349.61567095259176,367.77432904740823,14431.6,297.1128479962528,14247.44754893356,14615.75245106644,4.84021,1.3273214911994757,4.01752761650163,5.66289238349837,2646.5190000000002,61.52434160557923
classical_baseline,event_driven,100,100,100,rician,2.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,1470.55768,17.332764404560496,1459.8147213215611,1481.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,periodic,100,100,100,rician,2.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,3000.0,0.0,3000.0,3000.0,2019.4,0.0,2019.4,2019.4,1247.4,0.0,1247.4,1247.4,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293089.2,66.31540796325793,293048.09728430706,293130.30271569296,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,distributed_edge,100,100,100,rician,3.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,2865.55768,17.332764404560443,2854.814721321561,2876.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,1395.0,0.0,1395.0,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49454,0.30839645912364166,0.3033938943003023,0.6856861056996977,1395.0,0.0
intelligent_dstep,dstep_full,100,100,100,rician,3.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,202.5,2.3213980461973533,201.0611825843577,203.9388174156423,5008.62511,145.44240542680225,4918.478973173624,5098.771246826376,73.54464,0.7239459298409858,73.09593366394323,73.99334633605677,733.302,52.73514994763931,700.6164154293303,765.9875845706697,1395.0,0.0,1395.0,1395.0,315.0,0.0,315.0,315.0,1721.736,70.31353326351903,1678.1552205724406,1765.3167794275596,538.0425,21.972979144849702,524.4235064288877,551.6614935711124,14431.6,297.1128479962528,14247.44754893356,14615.75245106644,4.84021,1.3273214911994757,4.01752761650163,5.66289238349837,3969.7785,92.2865124083688
classical_baseline,event_driven,100,100,100,rician,3.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,1470.55768,17.332764404560496,1459.8147213215611,1481.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,periodic,100,100,100,rician,3.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,3000.0,0.0,3000.0,3000.0,2019.4,0.0,2019.4,2019.4,1247.4,0.0,1247.4,1247.4,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293089.2,66.31540796325793,293048.09728430706,293130.30271569296,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,distributed_edge,100,100,100,rician,4.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,3330.55768,17.332764404560443,3319.814721321561,3341.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,1860.0,0.0,1860.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49454,0.30839645912364166,0.3033938943003023,0.6856861056996977,1860.0,0.0
intelligent_dstep,dstep_full,100,100,100,rician,4.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,202.5,2.3213980461973533,201.0611825843577,203.9388174156423,6331.88464,176.20440167518314,6222.67202036401,6441.097259635991,73.54464,0.7239459298409858,73.09593366394323,73.99334633605677,733.302,52.73514994763931,700.6164154293303,765.9875845706697,1860.0,0.0,1860.0,1860.0,420.0,0.0,420.0,420.0,2295.648,93.75137768469206,2237.5402940965873,2353.755705903413,717.39,29.29730552646627,699.2313419051835,735.5486580948165,14431.6,297.1128479962528,14247.44754893356,14615.75245106644,4.84021,1.3273214911994757,4.01752761650163,5.66289238349837,5293.0380000000005,123.04868321115846
classical_baseline,event_driven,100,100,100,rician,4.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,1729.6,25.060814919799483,1714.0671459873665,1745.1328540126333,1470.55768,17.332764404560496,1459.8147213215611,1481.3006386784386,719.16768,10.420286843652626,712.709119301547,725.626240698453,519.39,10.351434683173148,512.9741143127391,525.8058856872609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167837.5,2469.352153006038,166306.97967888621,169368.02032111379,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,periodic,100,100,100,rician,4.0,10,1.0,0.0,1.0,1.0,0.998,0.004216370213557843,0.9953866666666666,1.0006133333333334,3000.0,0.0,3000.0,3000.0,2019.4,0.0,2019.4,2019.4,1247.4,0.0,1247.4,1247.4,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293089.2,66.31540796325793,293048.09728430706,293130.30271569296,0.49854,0.30839645912364166,0.3073938943003023,0.6896861056996977,0.0,0.0
classical_baseline,distributed_edge,20,500,500,log_normal,0.1,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,283.32385999999997,8.851218996047944,277.8378176290937,288.80990237090623,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,9.3,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62048,0.4455667197825459,0.3443148859197616,0.8966451140802385,9.3,0.0
intelligent_dstep,dstep_full,20,500,500,log_normal,0.1,10,0.99744,0.008095430810031038,0.9924224,1.0024576,0.995,0.01581138830084191,0.9852,1.0048,35.0,3.858612300930075,32.60840731821751,37.39159268178249,118.0904,6.335204011798764,114.16379987265242,122.01700012734759,14.53845,1.5871986525881934,13.554694083099516,15.522205916900482,37.08,4.645255644203019,34.20084072271088,39.95915927728912,9.3,0.0,9.3,9.3,2.1,0.0,2.1,2.1,6.6072,0.20585043113872745,6.479612580933699,6.734787419066301,2.06475,0.06432825973085236,2.024878931541781,2.1046210684582194,161.7,26.145107891662384,145.49509424073477,177.9049057592652,2.27603,0.6183361743870042,1.8927812685353516,2.6592787314646484,20.07195,0.27017869086958
classical_baseline,event_driven,20,500,500,log_normal,0.1,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,274.02386,8.851218996047947,268.53781762909375,279.5099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,periodic,20,500,500,log_normal,0.1,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,600.0,0.0,600.0,600.0,403.88,0.0,403.88,403.88,249.48,0.0,249.48,249.48,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6714.6,702.8363488987557,6278.977517764139,7150.222482235862,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,distributed_edge,20,500,500,log_normal,0.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,297.27386,8.851218996047947,291.78781762909375,302.7599023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,23.25,0.0,23.25,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62048,0.4455667197825459,0.3443148859197616,0.8966451140802385,23.25,0.0
intelligent_dstep,dstep_full,20,500,500,log_normal,0.25,10,0.99744,0.008095430810031038,0.9924224,1.0024576,0.995,0.01581138830084191,0.9852,1.0048,35.0,3.858612300930075,32.60840731821751,37.39159268178249,148.19833,6.737326351511982,144.0224918643126,152.3741681356874,14.53845,1.5871986525881934,13.554694083099516,15.522205916900482,37.08,4.645255644203019,34.20084072271088,39.95915927728912,23.25,0.0,23.25,23.25,5.25,0.0,5.25,5.25,16.518,0.5146260778468189,16.199031452334246,16.836968547665755,5.16191,0.1608188591068985,5.062233438444448,5.261586561555552,161.7,26.145107891662384,145.49509424073477,177.9049057592652,2.27603,0.6183361743870042,1.8927812685353516,2.6592787314646484,50.17991,0.6754449355795038
classical_baseline,event_driven,20,500,500,log_normal,0.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,274.02386,8.851218996047947,268.53781762909375,279.5099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,periodic,20,500,500,log_normal,0.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,600.0,0.0,600.0,600.0,403.88,0.0,403.88,403.88,249.48,0.0,249.48,249.48,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6714.6,702.8363488987557,6278.977517764139,7150.222482235862,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,distributed_edge,20,500,500,log_normal,0.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,320.52386,8.851218996047947,315.03781762909375,326.0099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,46.5,0.0,46.5,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62048,0.4455667197825459,0.3443148859197616,0.8966451140802385,46.5,0.0
intelligent_dstep,dstep_full,20,500,500,log_normal,0.5,10,0.99744,0.008095430810031038,0.9924224,1.0024576,0.995,0.01581138830084191,0.9852,1.0048,35.0,3.858612300930075,32.60840731821751,37.39159268178249,198.3782,7.408296808608877,193.78649006643892,202.96990993356107,14.53845,1.5871986525881934,13.554694083099516,15.522205916900482,37.08,4.645255644203019,34.20084072271088,39.95915927728912,46.5,0.0,46.5,46.5,10.5,0.0,10.5,10.5,33.036,1.0292521556936378,32.39806290466849,33.67393709533151,10.32375,0.32164129865426155,10.124394657708905,10.523105342291096,161.7,26.145107891662384,145.49509424073477,177.9049057592652,2.27603,0.6183361743870042,1.8927812685353516,2.6592787314646484,100.35974999999999,1.3508934543478994
classical_baseline,event_driven,20,500,500,log_normal,0.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,274.02386,8.851218996047947,268.53781762909375,279.5099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,periodic,20,500,500,log_normal,0.5,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,600.0,0.0,600.0,600.0,403.88,0.0,403.88,403.88,249.48,0.0,249.48,249.48,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6714.6,702.8363488987557,6278.977517764139,7150.222482235862,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,distributed_edge,20,500,500,log_normal,0.75,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,343.77386,8.851218996047947,338.28781762909375,349.2599023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,69.75,0.0,69.75,69.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62048,0.4455667197825459,0.3443148859197616,0.8966451140802385,69.75,0.0
intelligent_dstep,dstep_full,20,500,500,log_normal,0.75,10,0.99744,0.008095430810031038,0.9924224,1.0024576,0.995,0.01581138830084191,0.9852,1.0048,35.0,3.858612300930075,32.60840731821751,37.39159268178249,248.55808,8.080009746803809,243.55003807401295,253.56612192598703,14.53845,1.5871986525881934,13.554694083099516,15.522205916900482,37.08,4.645255644203019,34.20084072271088,39.95915927728912,69.75,0.0,69.75,69.75,15.75,0.0,15.75,15.75,49.554,1.5438782335404553,48.597094357002746,50.51090564299726,15.48566,0.482460156558722,15.18662809689863,15.784691903101368,161.7,26.145107891662384,145.49509424073477,177.9049057592652,2.27603,0.6183361743870042,1.8927812685353516,2.6592787314646484,150.53966,2.026338389641101
classical_baseline,event_driven,20,500,500,log_normal,0.75,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,274.02386,8.851218996047947,268.53781762909375,279.5099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,periodic,20,500,500,log_normal,0.75,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,600.0,0.0,600.0,600.0,403.88,0.0,403.88,403.88,249.48,0.0,249.48,249.48,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6714.6,702.8363488987557,6278.977517764139,7150.222482235862,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,distributed_edge,20,500,500,log_normal,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,367.02386,8.851218996047947,361.53781762909375,372.5099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,93.0,0.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62048,0.4455667197825459,0.3443148859197616,0.8966451140802385,93.0,0.0
intelligent_dstep,dstep_full,20,500,500,log_normal,1.0,10,0.99744,0.008095430810031038,0.9924224,1.0024576,0.995,0.01581138830084191,0.9852,1.0048,35.0,3.858612300930075,32.60840731821751,37.39159268178249,298.73795,8.752300834415554,293.3132177408659,304.1626822591341,14.53845,1.5871986525881934,13.554694083099516,15.522205916900482,37.08,4.645255644203019,34.20084072271088,39.95915927728912,93.0,0.0,93.0,93.0,21.0,0.0,21.0,21.0,66.072,2.0585043113872756,64.79612580933698,67.34787419066302,20.6475,0.6432825973085231,20.24878931541781,21.046210684582192,161.7,26.145107891662384,145.49509424073477,177.9049057592652,2.27603,0.6183361743870042,1.8927812685353516,2.6592787314646484,200.71949999999998,2.701786908695799
classical_baseline,event_driven,20,500,500,log_normal,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,274.02386,8.851218996047947,268.53781762909375,279.5099023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,periodic,20,500,500,log_normal,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,600.0,0.0,600.0,600.0,403.88,0.0,403.88,403.88,249.48,0.0,249.48,249.48,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6714.6,702.8363488987557,6278.977517764139,7150.222482235862,0.62448,0.4455667197825459,0.3483148859197616,0.9006451140802385,0.0,0.0
classical_baseline,distributed_edge,20,500,500,log_normal,1.25,10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,346.7,16.200480102625217,336.6588384027433,356.7411615972567,390.27386,8.851218996047947,384.78781762909375,395.7599023709063,144.15786,6.73615962667156,139.98274500786067,148.33297499213933,83.46600000000001,2.699399933318515,81.79289458742134,85.13910541257867,116.25,0.0,116.25,116.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.5,543.4025007099045,3461.6956406589857,4135.304359341015,0.62048,0.4455667197825459,0.3443148859197616,0.8966451140802385,116.25,0.0
