nodes,area_width_m,area_height_m,channel_model,from_profile,to_profile,paired_runs,f1_delta_mean,f1_delta_ci95_low,f1_delta_ci95_high,f1_cohen_dz,f1_wilcoxon_p,dcr_delta_mean,dcr_delta_ci95_low,dcr_delta_ci95_high,dcr_cohen_dz,dcr_wilcoxon_p,tx_packets_delta_mean,tx_packets_delta_ci95_low,tx_packets_delta_ci95_high,tx_packets_cohen_dz,tx_packets_wilcoxon_p,energy_mj_delta_mean,energy_mj_delta_ci95_low,energy_mj_delta_ci95_high,energy_mj_cohen_dz,energy_mj_wilcoxon_p,collisions_delta_mean,collisions_delta_ci95_low,collisions_delta_ci95_high,collisions_cohen_dz,collisions_wilcoxon_p,mean_lead_time_s_delta_mean,mean_lead_time_s_delta_ci95_low,mean_lead_time_s_delta_ci95_high,mean_lead_time_s_cohen_dz,mean_lead_time_s_wilcoxon_p
20,100,100,log_normal,dstep_0_local,dstep_1_consensus,3,0.0,0.0,0.0,0.0,1.0,-0.01666666666666668,-0.04933333333333338,0.016000000000000018,-0.5773502691896257,1.0,7.666666666666667,-4.5386072389493455,19.87194057228268,0.710811581297725,0.5,27.103333333333335,18.974157360880106,35.232509305786564,3.7728681263593273,0.25,127.0,-83.93764892340423,337.93764892340425,0.6813104713178403,0.5,-0.16673333333333332,-0.4935306666666667,0.16006400000000007,-0.5773502691896257,1.0
20,100,100,log_normal,dstep_1_consensus,dstep_2_voi,3,0.0,0.0,0.0,0.0,1.0,0.01666666666666668,-0.016000000000000018,0.04933333333333338,0.5773502691896257,1.0,-42.666666666666664,-55.08,-30.25333333333333,-3.8895176029616887,0.25,-24.473333333333358,-33.43300145913157,-15.51366520753515,-3.0909832109377335,0.25,-759.3333333333334,-979.6607373887023,-539.0059292779645,-3.8999531643244407,0.25,5.08,2.6128584544203117,7.547141545579688,2.3300491901515783,0.25
20,100,100,log_normal,dstep_2_voi,dstep_3_prediction,3,-0.008533333333333318,-0.025258666666666624,0.00819199999999999,-0.5773502691896257,1.0,0.0,0.0,0.0,0.0,1.0,-112.0,-161.46816349936594,-62.531836500634064,-2.562050460881394,0.25,56.370000000000026,37.926337513389626,74.81366248661043,3.458567950252751,0.25,-2145.0,-3075.885143792366,-1214.1148562076344,-2.6075139536961327,0.25,0.0,0.0,0.0,0.0,1.0
20,100,100,log_normal,dstep_3_prediction,dstep_4_network_adaptive,3,0.0,0.0,0.0,0.0,1.0,-0.01666666666666668,-0.04933333333333338,0.016000000000000018,-0.5773502691896257,1.0,-99.33333333333333,-122.58869639459537,-76.07797027207128,-4.83356239648083,0.25,-90.9666666666667,-114.39399136592426,-67.53934196740913,-4.393949164768986,0.25,-1602.6666666666667,-2048.0287182356997,-1157.304615097634,-4.072165680026553,0.25,-3.7485666666666666,-7.422958093480334,-0.07417523985299912,-1.1544503610128354,0.25
20,100,100,log_normal,dstep_4_network_adaptive,dstep_full,3,0.008533333333333318,-0.00819199999999999,0.025258666666666624,0.5773502691896257,1.0,0.01666666666666668,-0.016000000000000018,0.04933333333333338,0.5773502691896257,1.0,1.0,-0.13160652761166647,2.1316065276116665,1.0,0.5,32.02000000000002,20.70128283181642,43.338717168183614,3.2012497949836436,0.25,-140.66666666666666,-218.75844970289768,-62.574883630435636,-2.0383619380738494,0.25,1.225166666666667,-0.9407459944352938,3.3910793277686277,0.640102725428854,0.5
