nodes,area_width_m,area_height_m,channel_model,baseline,paired_runs,f1_full_mean,f1_baseline_mean,f1_paired_diff_mean,f1_paired_diff_ci95_low,f1_paired_diff_ci95_high,f1_cohen_dz,f1_wilcoxon_p,dcr_full_mean,dcr_baseline_mean,dcr_paired_diff_mean,dcr_paired_diff_ci95_low,dcr_paired_diff_ci95_high,dcr_cohen_dz,dcr_wilcoxon_p,tx_packets_full_mean,tx_packets_baseline_mean,tx_packets_paired_diff_mean,tx_packets_paired_diff_ci95_low,tx_packets_paired_diff_ci95_high,tx_packets_cohen_dz,tx_packets_wilcoxon_p,energy_mj_full_mean,energy_mj_baseline_mean,energy_mj_paired_diff_mean,energy_mj_paired_diff_ci95_low,energy_mj_paired_diff_ci95_high,energy_mj_cohen_dz,energy_mj_wilcoxon_p,collisions_full_mean,collisions_baseline_mean,collisions_paired_diff_mean,collisions_paired_diff_ci95_low,collisions_paired_diff_ci95_high,collisions_cohen_dz,collisions_wilcoxon_p,mean_lead_time_s_full_mean,mean_lead_time_s_baseline_mean,mean_lead_time_s_paired_diff_mean,mean_lead_time_s_paired_diff_ci95_low,mean_lead_time_s_paired_diff_ci95_high,mean_lead_time_s_cohen_dz,mean_lead_time_s_wilcoxon_p
20,100,100,log_normal,periodic,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.333333333333336,600.0,-561.6666666666666,-565.6407381864615,-557.6925951468718,-159.93312228429608,0.25,330.1166666666667,364.4,-34.2833333333333,-54.245722717483815,-14.32094394918279,-1.9434168446332762,0.25,358.0,10793.666666666666,-10435.666666666666,-10455.014601382749,-10416.318731950583,-610.3529236205081,0.25,2.5152666666666668,0.36333333333333334,2.1519333333333335,0.06103878927319739,4.24282787739347,1.1646411407514272,0.25
20,100,100,log_normal,event_driven,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.333333333333336,338.3333333333333,-300.0,-314.8408804770247,-285.1591195229753,-22.8747855498907,0.25,330.1166666666667,254.39666666666668,75.72000000000001,55.731540002958354,95.70845999704167,4.286735760705779,0.25,358.0,5926.666666666667,-5568.666666666667,-5818.854949188273,-5318.478384145061,-25.187188970567785,0.25,2.5152666666666668,0.36333333333333334,2.1519333333333335,0.06103878927319739,4.24282787739347,1.1646411407514272,0.25
20,100,100,log_normal,distributed_edge,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.333333333333336,338.3333333333333,-300.0,-314.8408804770247,-285.1591195229753,-22.8747855498907,0.25,330.1166666666667,347.39666666666665,-17.27999999999999,-37.268459997041646,2.7084599970416683,-0.9782725032355495,0.25,358.0,5926.666666666667,-5568.666666666667,-5818.854949188273,-5318.478384145061,-25.187188970567785,0.25,2.5152666666666668,0.35933333333333334,2.1559333333333335,0.0650387892731974,4.24682787739347,1.1668059683001457,0.25
