policy,nodes,tx_packets,rx_packets,bytes_tx,link_delivery_attempts,link_delivery_successes,link_delivery_failures,link_pdr,collision_loss_rate,channel_loss_rate,sensitivity_loss_rate,out_of_range_loss_rate,energy_mj,energy_payoff_mj,payoff_decisions,payoff_compute_accepted,payoff_compute_rejected,payoff_transmit_accepted,payoff_transmit_rejected,payoff_optional_compute_skipped,payoff_estimated_tx_energy_saved_mj,payoff_reliability_overrides,energy_per_node_mean_mj,energy_per_node_std_mj,energy_cv,energy_jain_fairness,battery_residual_jain_fairness,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,battery_mode,battery_capacity_mah,battery_voltage_v,battery_initial_energy_mj_per_node,battery_alive_nodes,battery_dead_nodes,battery_mean_remaining_pct,battery_fnd_time_s,battery_hnd_time_s,battery_lnd_time_s,battery_mean_estimated_lifetime_s,battery_min_estimated_lifetime_s,battery_max_estimated_lifetime_s,precision,recall,f1,confirmation_precision,confirmation_recall,confirmation_f1,awareness_recall,false_confirmation_rate,false_awareness_rate,network_false_alarm,event_level_confirmed,event_level_alerted,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,mac_mode,mac_cca_busy,mac_backoff_events,mac_access_drops,mac_queue_enabled,mac_queue_capacity,mac_queue_enqueued,mac_queue_drops,mac_max_queue_depth,mean_mac_queue_delay_s,max_mac_queue_delay_s,mean_mac_service_time_s,max_mac_service_time_s,mac_reliability_enabled,mac_max_retries,mac_retry_tx_frames,mac_retries_scheduled,mac_retry_exhausted,mac_ack_timeouts,mac_ack_tx_frames,mac_ack_rx_frames,mac_ack_losses,mac_ack_collisions,mac_ack_channel_losses,mac_ack_below_sensitivity,mac_duplicate_data_rx,mac_retry_tx_energy_mj,mac_ack_energy_mj,mac_unicast_frames_started,mac_unicast_frames_success,mac_unicast_frames_failed,mac_unicast_queue_drops,mac_unicast_delivery_ratio,mac_unicast_confirmed_delivery_ratio,mac_unicast_data_frames_received,mac_unicast_data_delivery_ratio,mac_reliable_frames_started,mac_reliable_frames_success,mac_reliable_frames_failed,mac_reliable_queue_drops,mac_reliable_delivery_ratio,mac_reliable_data_frames_received,mac_reliable_data_delivery_ratio,mac_pending_requests,physical_link_pdr_per_attempt,physical_tx_frames,interfered_receptions,mean_sinr_db,min_sinr_db,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,communication_architecture,routing_packets,routing_sink_data_arrivals,routing_delivered,routing_no_route,routing_hops_attempted,routing_hops_successful,routing_hops_failed,mean_route_hops_delivered,event_model,run,seed
periodic,20,600,1351,28800,11400,1351,10049,0.1185,0.5435,0.338,0.0,0.0,2694.2414,0.0,0,0,0,0,0,0,0.0,0,134.7121,0.4791,0.0036,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,595.8414,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0047,6,,-1.0047,1.0047,,,,6196,3853,0,0,csma_ca_lite,77,77,0,True,16,600,0,0,0.0,0.0,0.018197,0.084186,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1185,600,6536,-9.3872,-60.6741,channel_aware_adaptive,20.0,20.0,20.0,18.8462,6,3,3,-88.0197,0.3625,332,288,332,218,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
event_driven,20,343,772,16464,6517,772,5745,0.1185,0.5549,0.3267,0.0,0.0,1561.3308,0.0,0,0,0,0,0,0,0.0,0,78.0665,2.1789,0.0279,0.9992,,31.0,12.4,0.0,0.0,0.0,0.0,341.8708,1173.06,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0047,6,,-1.0047,1.0047,,,,3616,2129,0,0,csma_ca_lite,29,29,0,True,16,343,0,0,0.0,0.0,0.016269,0.082845,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1185,343,3838,-8.1554,-55.9912,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-87.4204,0.425,193,167,193,114,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
send_on_delta,20,154,383,7392,2926,383,2543,0.1309,0.5755,0.2936,0.0,0.0,725.9281,0.0,0,0,0,0,0,0,0.0,0,36.2964,1.5361,0.0423,0.9982,,31.0,12.4,0.0,0.0,0.0,0.0,152.8481,526.68,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0047,6,,-1.0047,1.0047,,,,1684,859,0,0,csma_ca_lite,8,8,0,True,16,154,0,0,0.0,0.0,0.009482,0.048707,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1309,154,1843,-5.4548,-51.5147,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-87.3232,0.5625,90,78,90,48,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
teen_like,20,174,414,8352,3306,414,2892,0.1252,0.5469,0.3279,0.0,0.0,814.2865,0.0,0,0,0,0,0,0,0.0,0,40.7143,1.3252,0.0325,0.9989,,31.0,12.4,0.0,0.0,0.0,0.0,172.8065,595.08,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0047,6,,-1.0047,1.0047,,,,1808,1084,0,0,csma_ca_lite,11,11,0,True,16,174,0,0,0.0,0.0,0.009933,0.048317,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1252,174,1957,-5.789,-50.6698,channel_aware_adaptive,19.5,10.0,20.0,19.1304,3,1,2,-87.557,0.4375,98,82,98,57,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
distributed_edge,20,343,772,16464,6517,772,5745,0.1185,0.5549,0.3267,0.0,0.0,1654.3308,0.0,0,0,0,0,0,0,0.0,0,82.7165,2.1789,0.0263,0.9993,,31.0,12.4,93.0,0.0,0.0,0.0,341.8708,1173.06,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0007,6,,-1.0007,1.0007,,,,3616,2129,0,0,csma_ca_lite,29,29,0,True,16,343,0,0,0.0,0.0,0.016269,0.082845,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1185,343,3838,-8.1554,-55.9912,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-87.4204,0.425,193,167,193,114,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
voi_baseline,20,106,280,5088,2014,280,1734,0.139,0.5511,0.3098,0.0,0.0,607.6995,0.0,0,0,0,0,0,0,0.0,0,30.385,1.554,0.0511,0.9974,,31.0,12.4,93.0,0.0,0.0,0.0,105.7795,362.52,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0007,6,,-1.0007,1.0007,,,,1110,624,0,0,csma_ca_lite,2,2,0,True,16,106,0,0,0.0,0.0,0.007707,0.028223,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.139,106,1235,-4.8326,-55.9992,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.8245,0.525,56,46,56,40,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
dstep,20,34,101,1632,646,101,545,0.1563,0.5031,0.3406,0.0,0.0,385.5793,0.0,0,0,0,0,0,0,0.0,0,19.279,0.6635,0.0344,0.9988,,31.0,12.4,93.0,21.0,57.12,17.85,33.9293,116.28,3.0,ideal,,,,20,0,,,,,,,,1.0,0.65,0.7879,1.0,0.65,0.7879,0.8,0.0,0.0,0,1,1,0.55,-1.0007,6,2.6317,1.7832,-1.7832,42.4457,4.7758,2.3228,325,220,0,101,csma_ca_lite,3,3,0,True,16,34,0,1,0.000102,0.002008,0.003883,0.01705,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1563,34,361,-2.5865,-51.0262,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.7217,0.6125,17,13,17,12,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
dstep_payoff,20,43,107,2064,817,107,710,0.131,0.5459,0.3231,0.0,0.0,365.3556,8.58,858,61,646,120,31,646,30.9355,35,18.2678,0.5975,0.0327,0.9989,,31.0,12.4,93.0,21.0,4.88,1.525,42.9106,147.06,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0005,6,1.1995,-0.288,0.288,39.0491,8.8035,0.9556,446,264,0,108,csma_ca_lite,3,3,0,True,16,43,0,1,0.000156,0.002328,0.006591,0.01705,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.131,43,475,-3.8076,-51.7526,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.872,0.6,25,20,25,15,0,distributed,0,0,0,0,0,0,0,,deterministic,22,6020022
periodic,20,600,1201,28800,11400,1201,10199,0.1054,0.5468,0.3478,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.1951,2,,0.1951,-0.1951,,,,6234,3965,0,0,csma_ca_lite,49,49,0,True,16,600,0,0,0.0,0.0,0.018029,0.084033,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1054,600,6574,-10.6832,-59.905,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.1525,0.4,331,312,331,233,0,distributed,0,0,0,0,0,0,0,,deterministic,23,6020023
event_driven,20,331,681,15888,6289,681,5608,0.1083,0.5607,0.3311,0.0,0.0,1508.7315,0.0,0,0,0,0,0,0,0.0,0,75.4366,2.4466,0.0324,0.9989,,31.0,12.4,0.0,0.0,0.0,0.0,330.3115,1132.02,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.1951,2,,0.1951,-0.1951,,,,3526,2082,0,0,csma_ca_lite,23,23,0,True,16,331,0,0,0.0,0.0,0.016149,0.080938,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1083,331,3762,-8.9329,-60.6636,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.3199,0.4875,188,175,188,124,0,distributed,0,0,0,0,0,0,0,,deterministic,23,6020023
