policy,nodes,tx_packets,rx_packets,bytes_tx,link_delivery_attempts,link_delivery_successes,link_delivery_failures,link_pdr,collision_loss_rate,channel_loss_rate,sensitivity_loss_rate,out_of_range_loss_rate,energy_mj,energy_payoff_mj,payoff_decisions,payoff_compute_accepted,payoff_compute_rejected,payoff_transmit_accepted,payoff_transmit_rejected,payoff_optional_compute_skipped,payoff_estimated_tx_energy_saved_mj,payoff_reliability_overrides,energy_per_node_mean_mj,energy_per_node_std_mj,energy_cv,energy_jain_fairness,battery_residual_jain_fairness,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,battery_mode,battery_capacity_mah,battery_voltage_v,battery_initial_energy_mj_per_node,battery_alive_nodes,battery_dead_nodes,battery_mean_remaining_pct,battery_fnd_time_s,battery_hnd_time_s,battery_lnd_time_s,battery_mean_estimated_lifetime_s,battery_min_estimated_lifetime_s,battery_max_estimated_lifetime_s,precision,recall,f1,confirmation_precision,confirmation_recall,confirmation_f1,awareness_recall,false_confirmation_rate,false_awareness_rate,network_false_alarm,event_level_confirmed,event_level_alerted,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,mac_mode,mac_cca_busy,mac_backoff_events,mac_access_drops,mac_queue_enabled,mac_queue_capacity,mac_queue_enqueued,mac_queue_drops,mac_max_queue_depth,mean_mac_queue_delay_s,max_mac_queue_delay_s,mean_mac_service_time_s,max_mac_service_time_s,mac_reliability_enabled,mac_max_retries,mac_retry_tx_frames,mac_retries_scheduled,mac_retry_exhausted,mac_ack_timeouts,mac_ack_tx_frames,mac_ack_rx_frames,mac_ack_losses,mac_ack_collisions,mac_ack_channel_losses,mac_ack_below_sensitivity,mac_duplicate_data_rx,mac_retry_tx_energy_mj,mac_ack_energy_mj,mac_unicast_frames_started,mac_unicast_frames_success,mac_unicast_frames_failed,mac_unicast_queue_drops,mac_unicast_delivery_ratio,mac_unicast_confirmed_delivery_ratio,mac_unicast_data_frames_received,mac_unicast_data_delivery_ratio,mac_reliable_frames_started,mac_reliable_frames_success,mac_reliable_frames_failed,mac_reliable_queue_drops,mac_reliable_delivery_ratio,mac_reliable_data_frames_received,mac_reliable_data_delivery_ratio,mac_pending_requests,physical_link_pdr_per_attempt,physical_tx_frames,interfered_receptions,mean_sinr_db,min_sinr_db,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,communication_architecture,routing_packets,routing_sink_data_arrivals,routing_delivered,routing_no_route,routing_hops_attempted,routing_hops_successful,routing_hops_failed,mean_route_hops_delivered,event_model,run,seed
periodic,20,600,1659,28800,11400,1659,9741,0.1455,0.5444,0.3101,0.0,0.0,2692.5782,0.0,0,0,0,0,0,0,0.0,0,134.6289,0.6892,0.0051,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,594.1782,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4166,2,,0.4166,-0.4166,,,,6206,3535,0,0,csma_ca_lite,90,90,0,True,16,600,0,0,0.0,0.0,0.018433,0.083857,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1455,600,6688,-9.179,-58.9526,channel_aware_adaptive,19.5,10.0,20.0,18.0645,11,5,6,-85.3567,0.3875,321,276,321,177,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
event_driven,20,337,883,16176,6403,883,5520,0.1379,0.5618,0.3003,0.0,0.0,1531.9126,0.0,0,0,0,0,0,0,0.0,0,76.5956,2.216,0.0289,0.9992,,31.0,12.4,0.0,0.0,0.0,0.0,332.9726,1152.54,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4166,2,,0.4166,-0.4166,,,,3597,1923,0,0,csma_ca_lite,37,37,0,True,16,337,0,0,0.0,0.0,0.014381,0.083145,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1379,337,3876,-8.1233,-57.4878,channel_aware_adaptive,20.0,20.0,20.0,18.5714,8,4,4,-85.7295,0.6,185,162,185,91,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
send_on_delta,20,140,421,6720,2660,421,2239,0.1583,0.5297,0.312,0.0,0.0,663.6614,0.0,0,0,0,0,0,0,0.0,0,33.1831,1.5542,0.0468,0.9978,,31.0,12.4,0.0,0.0,0.0,0.0,138.4614,478.8,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4166,2,,0.4166,-0.4166,,,,1409,830,0,0,csma_ca_lite,17,17,0,True,16,140,0,0,0.0,0.0,0.007804,0.028176,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1583,140,1558,-4.4218,-56.5069,channel_aware_adaptive,19.5,10.0,20.0,19.1304,3,1,2,-85.5849,0.625,74,60,74,39,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
teen_like,20,174,509,8352,3306,509,2797,0.154,0.5538,0.2922,0.0,0.0,814.2865,0.0,0,0,0,0,0,0,0.0,0,40.7143,1.797,0.0441,0.9981,,31.0,12.4,0.0,0.0,0.0,0.0,172.8065,595.08,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4166,2,,0.4166,-0.4166,,,,1831,966,0,0,csma_ca_lite,11,11,0,True,16,174,0,0,0.0,0.0,0.009155,0.044838,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.154,174,1995,-5.9215,-57.2158,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-86.6363,0.525,94,77,94,52,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
distributed_edge,20,337,883,16176,6403,883,5520,0.1379,0.5618,0.3003,0.0,0.0,1624.9126,0.0,0,0,0,0,0,0,0.0,0,81.2456,2.216,0.0273,0.9993,,31.0,12.4,93.0,0.0,0.0,0.0,332.9726,1152.54,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4206,2,,0.4206,-0.4206,,,,3597,1923,0,0,csma_ca_lite,37,37,0,True,16,337,0,0,0.0,0.0,0.014381,0.083145,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1379,337,3876,-8.1233,-57.4878,channel_aware_adaptive,20.0,20.0,20.0,18.5714,8,4,4,-85.7295,0.6,185,162,185,91,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
voi_baseline,20,114,352,5472,2166,352,1814,0.1625,0.5111,0.3264,0.0,0.0,642.6271,0.0,0,0,0,0,0,0,0.0,0,32.1314,1.9455,0.0605,0.9963,,31.0,12.4,93.0,0.0,0.0,0.0,113.3471,389.88,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4206,2,,0.4206,-0.4206,,,,1107,707,0,0,csma_ca_lite,6,6,0,True,16,114,0,0,0.0,0.0,0.007321,0.027457,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1625,114,1235,-4.3288,-52.2535,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-85.7607,0.7,61,45,61,31,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
dstep,20,35,132,1680,665,132,533,0.1985,0.3985,0.403,0.0,0.0,393.5714,0.0,0,0,0,0,0,0,0.0,0,19.6786,0.5752,0.0292,0.9991,,31.0,12.4,93.0,21.0,60.16,18.8,34.5114,119.7,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,0.7,0.4206,2,3.5206,2.078,-2.078,47.8072,2.2902,1.2686,265,268,0,132,csma_ca_lite,3,3,0,True,16,35,0,1,0.00068,0.016466,0.003566,0.016924,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1985,35,304,-1.0758,-48.4107,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-86.382,0.7,14,10,14,13,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
dstep_payoff,20,40,131,1920,760,131,629,0.1724,0.4737,0.3539,0.0,0.0,356.6468,9.03,903,100,631,139,33,631,32.9314,28,17.8323,0.4777,0.0268,0.9993,,31.0,12.4,93.0,21.0,8.0,2.5,39.9168,136.8,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.4208,2,1.2208,-0.4676,0.4676,42.3825,5.9553,0.8099,360,269,0,132,csma_ca_lite,3,3,0,True,16,40,0,1,0.00024,0.002328,0.005107,0.017294,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1724,40,399,-1.8719,-49.5025,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-85.8493,0.675,20,15,20,13,0,distributed,0,0,0,0,0,0,0,,deterministic,20,6020020
periodic,20,600,1704,28800,11400,1704,9696,0.1495,0.5411,0.3095,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.5707,5,,-0.5707,0.5707,,,,6168,3528,0,0,csma_ca_lite,73,73,0,True,16,600,0,0,0.0,0.0,0.021997,0.082909,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1495,600,6536,-8.1099,-57.1169,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-86.7502,0.375,341,314,336,158,5,distributed,0,0,0,0,0,0,0,,deterministic,21,6020021
event_driven,20,335,992,16080,6365,992,5373,0.1559,0.5136,0.3306,0.0,0.0,1525.5716,0.0,0,0,0,0,0,0,0.0,0,76.2786,2.022,0.0265,0.9993,,31.0,12.4,0.0,0.0,0.0,0.0,333.4716,1145.7,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.5707,5,,-0.5707,0.5707,,,,3269,2104,0,0,csma_ca_lite,45,45,0,True,16,335,0,0,0.0,0.0,0.01453,0.081505,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1559,335,3458,-6.7498,-56.4159,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-88.4949,0.425,182,172,180,96,2,distributed,0,0,0,0,0,0,0,,deterministic,21,6020021
