policy,nodes,tx_packets,rx_packets,bytes_tx,link_delivery_attempts,link_delivery_successes,link_delivery_failures,link_pdr,collision_loss_rate,channel_loss_rate,sensitivity_loss_rate,out_of_range_loss_rate,energy_mj,energy_payoff_mj,payoff_decisions,payoff_compute_accepted,payoff_compute_rejected,payoff_transmit_accepted,payoff_transmit_rejected,payoff_optional_compute_skipped,payoff_estimated_tx_energy_saved_mj,payoff_reliability_overrides,energy_per_node_mean_mj,energy_per_node_std_mj,energy_cv,energy_jain_fairness,battery_residual_jain_fairness,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,battery_mode,battery_capacity_mah,battery_voltage_v,battery_initial_energy_mj_per_node,battery_alive_nodes,battery_dead_nodes,battery_mean_remaining_pct,battery_fnd_time_s,battery_hnd_time_s,battery_lnd_time_s,battery_mean_estimated_lifetime_s,battery_min_estimated_lifetime_s,battery_max_estimated_lifetime_s,precision,recall,f1,confirmation_precision,confirmation_recall,confirmation_f1,awareness_recall,false_confirmation_rate,false_awareness_rate,network_false_alarm,event_level_confirmed,event_level_alerted,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,mac_mode,mac_cca_busy,mac_backoff_events,mac_access_drops,mac_queue_enabled,mac_queue_capacity,mac_queue_enqueued,mac_queue_drops,mac_max_queue_depth,mean_mac_queue_delay_s,max_mac_queue_delay_s,mean_mac_service_time_s,max_mac_service_time_s,mac_reliability_enabled,mac_max_retries,mac_retry_tx_frames,mac_retries_scheduled,mac_retry_exhausted,mac_ack_timeouts,mac_ack_tx_frames,mac_ack_rx_frames,mac_ack_losses,mac_ack_collisions,mac_ack_channel_losses,mac_ack_below_sensitivity,mac_duplicate_data_rx,mac_retry_tx_energy_mj,mac_ack_energy_mj,mac_unicast_frames_started,mac_unicast_frames_success,mac_unicast_frames_failed,mac_unicast_queue_drops,mac_unicast_delivery_ratio,mac_unicast_confirmed_delivery_ratio,mac_unicast_data_frames_received,mac_unicast_data_delivery_ratio,mac_reliable_frames_started,mac_reliable_frames_success,mac_reliable_frames_failed,mac_reliable_queue_drops,mac_reliable_delivery_ratio,mac_reliable_data_frames_received,mac_reliable_data_delivery_ratio,mac_pending_requests,physical_link_pdr_per_attempt,physical_tx_frames,interfered_receptions,mean_sinr_db,min_sinr_db,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,communication_architecture,routing_packets,routing_sink_data_arrivals,routing_delivered,routing_no_route,routing_hops_attempted,routing_hops_successful,routing_hops_failed,mean_route_hops_delivered,event_model,run,seed
periodic,20,600,1231,28800,11400,1231,10169,0.108,0.5641,0.3279,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0791,7,,-1.0791,1.0791,,,,6431,3738,0,0,csma_ca_lite,43,43,0,True,16,600,0,0,0.0,0.0,0.021169,0.084158,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.108,600,6688,-9.4727,-60.6407,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.2557,0.3875,347,320,347,232,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
event_driven,20,360,755,17280,6840,755,6085,0.1104,0.5689,0.3208,0.0,0.0,1636.8512,0.0,0,0,0,0,0,0,0.0,0,81.8426,2.4401,0.0298,0.9991,,31.0,12.4,0.0,0.0,0.0,0.0,359.2512,1231.2,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0791,7,,-1.0791,1.0791,,,,3891,2194,0,0,csma_ca_lite,14,14,0,True,16,360,0,0,0.0,0.0,0.016499,0.0832,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1104,360,4085,-8.385,-56.2006,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.0103,0.4125,209,191,209,140,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
send_on_delta,20,167,378,8016,3173,378,2795,0.1191,0.5575,0.3234,0.0,0.0,784.1926,0.0,0,0,0,0,0,0,0.0,0,39.2096,1.9055,0.0486,0.9976,,31.0,12.4,0.0,0.0,0.0,0.0,166.6526,571.14,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0791,7,,-1.0791,1.0791,,,,1769,1026,0,0,csma_ca_lite,5,5,0,True,16,167,0,0,0.0,0.0,0.010521,0.057741,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1191,167,1900,-4.8544,-60.7756,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.5885,0.525,95,88,95,66,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
teen_like,20,188,425,9024,3572,425,3147,0.119,0.5873,0.2937,0.0,0.0,876.969,0.0,0,0,0,0,0,0,0.0,0,43.8484,1.7807,0.0406,0.9984,,31.0,12.4,0.0,0.0,0.0,0.0,187.609,642.96,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0791,7,,-1.0791,1.0791,,,,2098,1049,0,0,csma_ca_lite,1,1,0,True,16,188,0,0,0.0,0.0,0.01232,0.070478,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.119,188,2261,-5.2505,-51.9232,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.4783,0.55,115,102,115,68,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
distributed_edge,20,360,755,17280,6840,755,6085,0.1104,0.5689,0.3208,0.0,0.0,1729.8512,0.0,0,0,0,0,0,0,0.0,0,86.4926,2.4401,0.0282,0.9992,,31.0,12.4,93.0,0.0,0.0,0.0,359.2512,1231.2,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0751,7,,-1.0751,1.0751,,,,3891,2194,0,0,csma_ca_lite,14,14,0,True,16,360,0,0,0.0,0.0,0.016499,0.0832,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1104,360,4085,-8.385,-56.2006,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.0103,0.4125,209,191,209,140,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
voi_baseline,20,121,291,5808,2299,291,2008,0.1266,0.5372,0.3362,0.0,0.0,673.9683,0.0,0,0,0,0,0,0,0.0,0,33.6984,2.1559,0.064,0.9959,,31.0,12.4,93.0,0.0,0.0,0.0,120.7483,413.82,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0751,7,,-1.0751,1.0751,,,,1235,773,0,0,csma_ca_lite,4,4,0,True,16,121,0,0,0.0,0.0,0.008524,0.048492,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1266,121,1330,-3.8132,-55.1795,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.3861,0.475,67,61,67,50,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
dstep,20,34,85,1632,646,85,561,0.1316,0.418,0.4505,0.0,0.0,384.2143,0.0,0,0,0,0,0,0,0.0,0,19.2107,0.8087,0.0421,0.9982,,31.0,12.4,93.0,21.0,56.08,17.525,33.9293,116.28,3.0,ideal,,,,20,0,,,,,,,,1.0,0.8,0.8889,1.0,0.8,0.8889,0.95,0.0,0.0,0,1,1,0.8,-1.0751,7,2.9191,1.2095,-1.2095,35.569,6.1011,2.2635,270,291,0,85,csma_ca_lite,2,2,0,True,16,34,0,1,0.000599,0.017443,0.004022,0.017443,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1316,34,285,-2.6348,-47.4051,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.528,0.5395,14,14,14,19,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
dstep_payoff,20,45,118,2160,855,118,737,0.138,0.4924,0.3696,0.0,0.0,375.9964,8.81,881,76,642,127,36,642,35.9251,47,18.7998,0.4445,0.0236,0.9994,,31.0,12.4,93.0,21.0,6.08,1.9,44.9064,153.9,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.0749,7,0.9751,-1.4168,1.4168,25.4857,6.321,2.5407,421,316,0,118,csma_ca_lite,0,0,0,True,16,45,0,1,0.000685,0.014965,0.005338,0.017443,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.138,45,456,-3.259,-46.7248,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.5754,0.5625,21,19,21,21,0,distributed,0,0,0,0,0,0,0,,deterministic,12,6020012
periodic,20,600,1284,28800,11400,1284,10116,0.1126,0.5639,0.3235,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.8685,7,,-1.8685,1.8685,,,,6428,3688,0,0,csma_ca_lite,38,38,0,True,16,600,0,0,0.0,0.0,0.020992,0.084014,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1126,600,6688,-9.8225,-57.6772,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.1807,0.35,343,333,343,240,0,distributed,0,0,0,0,0,0,0,,deterministic,13,6020013
event_driven,20,342,727,16416,6498,727,5771,0.1119,0.5639,0.3243,0.0,0.0,1557.3286,0.0,0,0,0,0,0,0,0.0,0,77.8664,1.951,0.0251,0.9994,,31.0,12.4,0.0,0.0,0.0,0.0,341.2886,1169.64,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-1.8685,7,,-1.8685,1.8685,,,,3664,2107,0,0,csma_ca_lite,15,15,0,True,16,342,0,0,0.0,0.0,0.015312,0.082971,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1119,342,3800,-8.0812,-55.1147,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.1731,0.2375,198,193,198,137,0,distributed,0,0,0,0,0,0,0,,deterministic,13,6020013
