policy,nodes,tx_packets,rx_packets,bytes_tx,link_delivery_attempts,link_delivery_successes,link_delivery_failures,link_pdr,collision_loss_rate,channel_loss_rate,sensitivity_loss_rate,out_of_range_loss_rate,energy_mj,energy_payoff_mj,payoff_decisions,payoff_compute_accepted,payoff_compute_rejected,payoff_transmit_accepted,payoff_transmit_rejected,payoff_optional_compute_skipped,payoff_estimated_tx_energy_saved_mj,payoff_reliability_overrides,energy_per_node_mean_mj,energy_per_node_std_mj,energy_cv,energy_jain_fairness,battery_residual_jain_fairness,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,battery_mode,battery_capacity_mah,battery_voltage_v,battery_initial_energy_mj_per_node,battery_alive_nodes,battery_dead_nodes,battery_mean_remaining_pct,battery_fnd_time_s,battery_hnd_time_s,battery_lnd_time_s,battery_mean_estimated_lifetime_s,battery_min_estimated_lifetime_s,battery_max_estimated_lifetime_s,precision,recall,f1,confirmation_precision,confirmation_recall,confirmation_f1,awareness_recall,false_confirmation_rate,false_awareness_rate,network_false_alarm,event_level_confirmed,event_level_alerted,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,mac_mode,mac_cca_busy,mac_backoff_events,mac_access_drops,mac_queue_enabled,mac_queue_capacity,mac_queue_enqueued,mac_queue_drops,mac_max_queue_depth,mean_mac_queue_delay_s,max_mac_queue_delay_s,mean_mac_service_time_s,max_mac_service_time_s,mac_reliability_enabled,mac_max_retries,mac_retry_tx_frames,mac_retries_scheduled,mac_retry_exhausted,mac_ack_timeouts,mac_ack_tx_frames,mac_ack_rx_frames,mac_ack_losses,mac_ack_collisions,mac_ack_channel_losses,mac_ack_below_sensitivity,mac_duplicate_data_rx,mac_retry_tx_energy_mj,mac_ack_energy_mj,mac_unicast_frames_started,mac_unicast_frames_success,mac_unicast_frames_failed,mac_unicast_queue_drops,mac_unicast_delivery_ratio,mac_unicast_confirmed_delivery_ratio,mac_unicast_data_frames_received,mac_unicast_data_delivery_ratio,mac_reliable_frames_started,mac_reliable_frames_success,mac_reliable_frames_failed,mac_reliable_queue_drops,mac_reliable_delivery_ratio,mac_reliable_data_frames_received,mac_reliable_data_delivery_ratio,mac_pending_requests,physical_link_pdr_per_attempt,physical_tx_frames,interfered_receptions,mean_sinr_db,min_sinr_db,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,communication_architecture,routing_packets,routing_sink_data_arrivals,routing_delivered,routing_no_route,routing_hops_attempted,routing_hops_successful,routing_hops_failed,mean_route_hops_delivered,event_model,run,seed
periodic,20,600,1236,28800,11400,1236,10164,0.1084,0.5637,0.3279,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.2942,3,,-0.2942,0.2942,,,,6426,3738,0,0,csma_ca_lite,36,36,0,True,16,600,0,0,0.0,0.0,0.020854,0.084144,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1084,600,6688,-9.4986,-59.615,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.9872,0.425,345,326,345,225,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
event_driven,20,345,694,16560,6555,694,5861,0.1059,0.5677,0.3265,0.0,0.0,1570.5824,0.0,0,0,0,0,0,0,0.0,0,78.5291,2.1621,0.0275,0.9992,,31.0,12.4,0.0,0.0,0.0,0.0,344.2824,1179.9,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.2942,3,,-0.2942,0.2942,,,,3721,2140,0,0,csma_ca_lite,17,17,0,True,16,345,0,0,0.0,0.0,0.015686,0.080252,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1059,345,3876,-7.7221,-59.6434,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.8189,0.3875,200,188,200,127,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
send_on_delta,20,142,328,6816,2698,328,2370,0.1216,0.5537,0.3247,0.0,0.0,673.7446,0.0,0,0,0,0,0,0,0.0,0,33.6872,1.951,0.0579,0.9967,,31.0,12.4,0.0,0.0,0.0,0.0,141.7046,485.64,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.2942,3,,-0.2942,0.2942,,,,1494,876,0,0,csma_ca_lite,7,7,0,True,16,142,0,0,0.0,0.0,0.00905,0.046096,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1216,142,1596,-4.6531,-56.2559,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.3943,0.425,81,75,81,51,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
teen_like,20,175,372,8400,3325,372,2953,0.1119,0.566,0.3221,0.0,0.0,819.536,0.0,0,0,0,0,0,0,0.0,0,40.9768,2.1309,0.052,0.9973,,31.0,12.4,0.0,0.0,0.0,0.0,174.636,598.5,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.2942,3,,-0.2942,0.2942,,,,1882,1071,0,0,csma_ca_lite,9,9,0,True,16,175,0,0,0.0,0.0,0.01066,0.04568,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1119,175,1995,-5.1313,-53.3044,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.0135,0.4625,100,93,100,64,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
distributed_edge,20,345,694,16560,6555,694,5861,0.1059,0.5677,0.3265,0.0,0.0,1663.5824,0.0,0,0,0,0,0,0,0.0,0,83.1791,2.1621,0.026,0.9993,,31.0,12.4,93.0,0.0,0.0,0.0,344.2824,1179.9,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.2902,3,,-0.2902,0.2902,,,,3721,2140,0,0,csma_ca_lite,17,17,0,True,16,345,0,0,0.0,0.0,0.015686,0.080252,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1059,345,3876,-7.7221,-59.6434,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.8189,0.3875,200,188,200,127,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
voi_baseline,20,99,257,4752,1881,257,1624,0.1366,0.572,0.2913,0.0,0.0,576.7741,0.0,0,0,0,0,0,0,0.0,0,28.8387,2.514,0.0872,0.9925,,31.0,12.4,93.0,0.0,0.0,0.0,98.7941,338.58,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.2902,3,,-0.2902,0.2902,,,,1076,548,0,0,csma_ca_lite,5,5,0,True,16,99,0,0,0.0,0.0,0.008421,0.043751,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1366,99,1178,-3.1366,-55.2298,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.9968,0.5,57,50,57,37,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
dstep,20,32,77,1536,608,77,531,0.1266,0.5773,0.2961,0.0,0.0,374.4334,0.0,0,0,0,0,0,0,0.0,0,18.7217,0.8264,0.0441,0.9981,,31.0,12.4,93.0,21.0,55.36,17.3,31.9334,109.44,3.0,ideal,,,,20,0,,,,,,,,1.0,0.75,0.8571,1.0,0.75,0.8571,0.9,0.0,0.0,0,1,1,0.4,-0.2902,3,4.3106,3.7952,-3.7952,52.8584,7.2205,0.8976,351,180,0,77,csma_ca_lite,5,5,0,True,16,32,0,1,6.8e-05,0.000728,0.005024,0.017651,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1266,32,380,-3.0061,-46.1624,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.8073,0.4412,20,18,20,10,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
dstep_payoff,20,40,108,1920,760,108,652,0.1421,0.3974,0.4605,0.0,0.0,354.1068,8.59,859,80,628,121,30,628,29.9376,41,17.7053,0.4791,0.0271,0.9993,,31.0,12.4,93.0,21.0,6.4,2.0,39.9168,136.8,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.29,3,1.21,-0.932,0.932,36.4805,10.9335,1.0276,302,350,0,111,csma_ca_lite,5,5,0,True,16,40,0,1,0.000196,0.002008,0.005639,0.02177,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1421,40,323,-1.8966,-46.7528,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.9711,0.6125,16,16,16,23,0,distributed,0,0,0,0,0,0,0,,deterministic,10,6020010
periodic,20,600,1259,28800,11400,1259,10141,0.1104,0.5649,0.3246,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.3544,4,,-0.3544,0.3544,,,,6440,3701,0,0,csma_ca_lite,19,19,0,True,16,600,0,0,0.0,0.0,0.020831,0.083611,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1104,600,6688,-10.311,-57.5862,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.5545,0.525,346,332,346,226,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
event_driven,20,337,781,16176,6403,781,5622,0.122,0.5602,0.3178,0.0,0.0,1535.239,0.0,0,0,0,0,0,0,0.0,0,76.762,2.3029,0.03,0.9991,,31.0,12.4,0.0,0.0,0.0,0.0,336.299,1152.54,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.3544,4,,-0.3544,0.3544,,,,3587,2035,0,0,csma_ca_lite,17,17,0,True,16,337,0,0,0.0,0.0,0.015013,0.083611,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.122,337,3762,-7.5577,-55.2927,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.1068,0.4875,195,190,195,119,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
send_on_delta,20,156,390,7488,2964,390,2574,0.1316,0.5466,0.3219,0.0,0.0,735.5955,0.0,0,0,0,0,0,0,0.0,0,36.7798,1.6682,0.0454,0.9979,,31.0,12.4,0.0,0.0,0.0,0.0,155.6755,533.52,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.3544,4,,-0.3544,0.3544,,,,1620,954,0,0,csma_ca_lite,4,4,0,True,16,156,0,0,0.0,0.0,0.009536,0.056408,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1316,156,1729,-4.4577,-55.4646,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.0276,0.45,89,82,89,57,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
teen_like,20,194,495,9312,3686,495,3191,0.1343,0.5331,0.3326,0.0,0.0,903.4765,0.0,0,0,0,0,0,0,0.0,0,45.1738,1.9545,0.0433,0.9981,,31.0,12.4,0.0,0.0,0.0,0.0,193.5965,663.48,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.3544,4,,-0.3544,0.3544,,,,1965,1226,0,0,csma_ca_lite,11,11,0,True,16,194,0,0,0.0,0.0,0.010293,0.049214,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1343,194,2090,-4.8162,-56.3896,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.2702,0.4125,109,96,109,75,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
distributed_edge,20,337,781,16176,6403,781,5622,0.122,0.5602,0.3178,0.0,0.0,1628.239,0.0,0,0,0,0,0,0,0.0,0,81.412,2.3029,0.0283,0.9992,,31.0,12.4,93.0,0.0,0.0,0.0,336.299,1152.54,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.3504,4,,-0.3504,0.3504,,,,3587,2035,0,0,csma_ca_lite,17,17,0,True,16,337,0,0,0.0,0.0,0.015013,0.083611,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.122,337,3762,-7.5577,-55.2927,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.1068,0.4875,195,190,195,119,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
voi_baseline,20,131,359,6288,2489,359,2130,0.1442,0.5098,0.3459,0.0,0.0,718.1475,0.0,0,0,0,0,0,0,0.0,0,35.9074,2.4873,0.0693,0.9952,,31.0,12.4,93.0,0.0,0.0,0.0,130.7275,448.02,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.3504,4,,-0.3504,0.3504,,,,1269,861,0,0,csma_ca_lite,3,3,0,True,16,131,0,0,0.0,0.0,0.008102,0.04089,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1442,131,1368,-3.388,-51.6528,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.2474,0.5125,71,63,71,50,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
dstep,20,37,103,1776,703,103,600,0.1465,0.4324,0.4211,0.0,0.0,399.463,0.0,0,0,0,0,0,0,0.0,0,19.9732,0.7983,0.04,0.9984,,31.0,12.4,93.0,21.0,57.6,18.0,36.923,126.54,3.0,ideal,,,,20,0,,,,,,,,1.0,0.85,0.9189,1.0,0.85,0.9189,0.95,0.0,0.0,0,1,1,0.95,-0.3504,4,1.891,-0.4194,0.4194,32.3871,5.3255,1.334,304,296,0,103,csma_ca_lite,1,1,0,True,16,37,0,1,0.000629,0.017315,0.005227,0.017667,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1465,37,323,-1.4684,-46.0241,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.7003,0.5526,17,15,17,19,0,distributed,0,0,0,0,0,0,0,,deterministic,11,6020011
