policy,nodes,tx_packets,rx_packets,bytes_tx,link_delivery_attempts,link_delivery_successes,link_delivery_failures,link_pdr,collision_loss_rate,channel_loss_rate,sensitivity_loss_rate,out_of_range_loss_rate,energy_mj,energy_payoff_mj,payoff_decisions,payoff_compute_accepted,payoff_compute_rejected,payoff_transmit_accepted,payoff_transmit_rejected,payoff_optional_compute_skipped,payoff_estimated_tx_energy_saved_mj,payoff_reliability_overrides,energy_per_node_mean_mj,energy_per_node_std_mj,energy_cv,energy_jain_fairness,battery_residual_jain_fairness,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,battery_mode,battery_capacity_mah,battery_voltage_v,battery_initial_energy_mj_per_node,battery_alive_nodes,battery_dead_nodes,battery_mean_remaining_pct,battery_fnd_time_s,battery_hnd_time_s,battery_lnd_time_s,battery_mean_estimated_lifetime_s,battery_min_estimated_lifetime_s,battery_max_estimated_lifetime_s,precision,recall,f1,confirmation_precision,confirmation_recall,confirmation_f1,awareness_recall,false_confirmation_rate,false_awareness_rate,network_false_alarm,event_level_confirmed,event_level_alerted,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,mac_mode,mac_cca_busy,mac_backoff_events,mac_access_drops,mac_queue_enabled,mac_queue_capacity,mac_queue_enqueued,mac_queue_drops,mac_max_queue_depth,mean_mac_queue_delay_s,max_mac_queue_delay_s,mean_mac_service_time_s,max_mac_service_time_s,mac_reliability_enabled,mac_max_retries,mac_retry_tx_frames,mac_retries_scheduled,mac_retry_exhausted,mac_ack_timeouts,mac_ack_tx_frames,mac_ack_rx_frames,mac_ack_losses,mac_ack_collisions,mac_ack_channel_losses,mac_ack_below_sensitivity,mac_duplicate_data_rx,mac_retry_tx_energy_mj,mac_ack_energy_mj,mac_unicast_frames_started,mac_unicast_frames_success,mac_unicast_frames_failed,mac_unicast_queue_drops,mac_unicast_delivery_ratio,mac_unicast_confirmed_delivery_ratio,mac_unicast_data_frames_received,mac_unicast_data_delivery_ratio,mac_reliable_frames_started,mac_reliable_frames_success,mac_reliable_frames_failed,mac_reliable_queue_drops,mac_reliable_delivery_ratio,mac_reliable_data_frames_received,mac_reliable_data_delivery_ratio,mac_pending_requests,physical_link_pdr_per_attempt,physical_tx_frames,interfered_receptions,mean_sinr_db,min_sinr_db,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,communication_architecture,routing_packets,routing_sink_data_arrivals,routing_delivered,routing_no_route,routing_hops_attempted,routing_hops_successful,routing_hops_failed,mean_route_hops_delivered,event_model,run,seed
periodic,20,600,1319,28800,11400,1319,10081,0.1157,0.5771,0.3072,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1173,5,,-0.1173,0.1173,,,,6579,3502,0,0,csma_ca_lite,43,43,0,True,16,600,0,0,0.0,0.0,0.021581,0.084108,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1157,600,6973,-8.9579,-59.7218,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.2093,0.4875,363,332,359,221,4,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
event_driven,20,358,828,17184,6802,828,5974,0.1217,0.5788,0.2995,0.0,0.0,1628.0154,0.0,0,0,0,0,0,0,0.0,0,81.4008,1.7523,0.0215,0.9995,,31.0,12.4,0.0,0.0,0.0,0.0,357.2554,1224.36,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1173,5,,-0.1173,0.1173,,,,3937,2037,0,0,csma_ca_lite,32,32,0,True,16,358,0,0,0.0,0.0,0.017106,0.083256,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1217,358,4199,-7.3965,-53.114,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.7023,0.4,219,204,217,131,2,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
send_on_delta,20,162,406,7776,3078,406,2672,0.1319,0.5286,0.3395,0.0,0.0,762.103,0.0,0,0,0,0,0,0,0.0,0,38.1052,1.5712,0.0412,0.9983,,31.0,12.4,0.0,0.0,0.0,0.0,161.663,554.04,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1173,5,,-0.1173,0.1173,,,,1627,1045,0,0,csma_ca_lite,22,22,0,True,16,162,0,0,0.0,0.0,0.009714,0.079307,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1319,162,1748,-5.1692,-53.6523,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.3078,0.425,90,82,90,65,0,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
teen_like,20,188,450,9024,3572,450,3122,0.126,0.5554,0.3186,0.0,0.0,876.969,0.0,0,0,0,0,0,0,0.0,0,43.8484,1.5605,0.0356,0.9987,,31.0,12.4,0.0,0.0,0.0,0.0,187.609,642.96,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1173,5,,-0.1173,0.1173,,,,1984,1138,0,0,csma_ca_lite,8,8,0,True,16,188,0,0,0.0,0.0,0.010866,0.047246,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.126,188,2128,-5.392,-56.623,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.3853,0.4625,110,104,110,68,0,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
distributed_edge,20,358,828,17184,6802,828,5974,0.1217,0.5788,0.2995,0.0,0.0,1721.0154,0.0,0,0,0,0,0,0,0.0,0,86.0508,1.7523,0.0204,0.9996,,31.0,12.4,93.0,0.0,0.0,0.0,357.2554,1224.36,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1133,5,,-0.1133,0.1133,,,,3937,2037,0,0,csma_ca_lite,32,32,0,True,16,358,0,0,0.0,0.0,0.017106,0.083256,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1217,358,4199,-7.3965,-53.114,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.7023,0.4,219,204,217,131,2,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
voi_baseline,20,112,294,5376,2128,294,1834,0.1382,0.5771,0.2848,0.0,0.0,634.207,0.0,0,0,0,0,0,0,0.0,0,31.7104,1.9077,0.0602,0.9964,,31.0,12.4,93.0,0.0,0.0,0.0,111.767,383.04,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1133,5,,-0.1133,0.1133,,,,1228,606,0,0,csma_ca_lite,1,1,0,True,16,112,0,0,0.0,0.0,0.009106,0.046979,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1382,112,1349,-3.728,-50.3359,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.3735,0.525,70,59,70,38,0,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
dstep,20,37,82,1776,703,82,621,0.1166,0.5832,0.3001,0.0,0.0,397.363,0.0,0,0,0,0,0,0,0.0,0,19.8682,0.6526,0.0328,0.9989,,31.0,12.4,93.0,21.0,56.0,17.5,36.923,126.54,3.0,ideal,,,,20,0,,,,,,,,1.0,0.9,0.9474,1.0,0.9,0.9474,0.9,0.0,0.0,0,1,1,0.55,-0.1133,5,3.581,2.4803,-2.4803,28.1218,10.4399,0.9563,410,211,0,82,csma_ca_lite,0,0,0,True,16,37,0,1,0.000351,0.012241,0.005777,0.017698,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1166,37,437,-4.5575,-53.054,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.7816,0.5526,23,22,23,10,0,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
dstep_payoff,20,40,98,1920,760,98,662,0.1289,0.5724,0.2987,0.0,0.0,352.5318,8.38,838,67,631,105,35,631,34.9272,48,17.6266,0.4463,0.0253,0.9994,,31.0,12.4,93.0,21.0,5.36,1.675,39.9168,136.8,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.1131,5,1.1869,-0.1018,0.1018,28.6089,11.8376,0.9211,435,227,0,100,csma_ca_lite,1,1,0,True,16,40,0,1,0.000127,0.000728,0.005578,0.017698,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1289,40,475,-4.0794,-49.8445,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.6974,0.475,24,21,24,14,0,distributed,0,0,0,0,0,0,0,,deterministic,26,6020026
periodic,20,600,1442,28800,11400,1442,9958,0.1265,0.5373,0.3362,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.5743,5,,-0.5743,0.5743,,,,6125,3833,0,0,csma_ca_lite,60,60,0,True,16,600,0,0,0.0,0.0,0.019445,0.084011,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1265,600,6365,-8.8024,-56.8958,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.1514,0.5375,331,314,331,236,0,distributed,0,0,0,0,0,0,0,,deterministic,27,6020027
event_driven,20,363,905,17424,6897,905,5992,0.1312,0.545,0.3238,0.0,0.0,1650.105,0.0,0,0,0,0,0,0,0.0,0,82.5052,2.4163,0.0293,0.9991,,31.0,12.4,0.0,0.0,0.0,0.0,362.245,1241.46,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.5743,5,,-0.5743,0.5743,,,,3759,2233,0,0,csma_ca_lite,28,28,0,True,16,363,0,0,0.0,0.0,0.015122,0.082443,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1312,363,3914,-7.2906,-55.7739,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-89.1453,0.35,204,194,204,133,0,distributed,0,0,0,0,0,0,0,,deterministic,27,6020027
