policy,nodes,tx_packets,rx_packets,bytes_tx,link_delivery_attempts,link_delivery_successes,link_delivery_failures,link_pdr,collision_loss_rate,channel_loss_rate,sensitivity_loss_rate,out_of_range_loss_rate,energy_mj,energy_payoff_mj,payoff_decisions,payoff_compute_accepted,payoff_compute_rejected,payoff_transmit_accepted,payoff_transmit_rejected,payoff_optional_compute_skipped,payoff_estimated_tx_energy_saved_mj,payoff_reliability_overrides,energy_per_node_mean_mj,energy_per_node_std_mj,energy_cv,energy_jain_fairness,battery_residual_jain_fairness,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,battery_mode,battery_capacity_mah,battery_voltage_v,battery_initial_energy_mj_per_node,battery_alive_nodes,battery_dead_nodes,battery_mean_remaining_pct,battery_fnd_time_s,battery_hnd_time_s,battery_lnd_time_s,battery_mean_estimated_lifetime_s,battery_min_estimated_lifetime_s,battery_max_estimated_lifetime_s,precision,recall,f1,confirmation_precision,confirmation_recall,confirmation_f1,awareness_recall,false_confirmation_rate,false_awareness_rate,network_false_alarm,event_level_confirmed,event_level_alerted,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,mac_mode,mac_cca_busy,mac_backoff_events,mac_access_drops,mac_queue_enabled,mac_queue_capacity,mac_queue_enqueued,mac_queue_drops,mac_max_queue_depth,mean_mac_queue_delay_s,max_mac_queue_delay_s,mean_mac_service_time_s,max_mac_service_time_s,mac_reliability_enabled,mac_max_retries,mac_retry_tx_frames,mac_retries_scheduled,mac_retry_exhausted,mac_ack_timeouts,mac_ack_tx_frames,mac_ack_rx_frames,mac_ack_losses,mac_ack_collisions,mac_ack_channel_losses,mac_ack_below_sensitivity,mac_duplicate_data_rx,mac_retry_tx_energy_mj,mac_ack_energy_mj,mac_unicast_frames_started,mac_unicast_frames_success,mac_unicast_frames_failed,mac_unicast_queue_drops,mac_unicast_delivery_ratio,mac_unicast_confirmed_delivery_ratio,mac_unicast_data_frames_received,mac_unicast_data_delivery_ratio,mac_reliable_frames_started,mac_reliable_frames_success,mac_reliable_frames_failed,mac_reliable_queue_drops,mac_reliable_delivery_ratio,mac_reliable_data_frames_received,mac_reliable_data_delivery_ratio,mac_pending_requests,physical_link_pdr_per_attempt,physical_tx_frames,interfered_receptions,mean_sinr_db,min_sinr_db,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,communication_architecture,routing_packets,routing_sink_data_arrivals,routing_delivered,routing_no_route,routing_hops_attempted,routing_hops_successful,routing_hops_failed,mean_route_hops_delivered,event_model,run,seed
periodic,20,600,1443,28800,11400,1443,9957,0.1266,0.5428,0.3306,0.0,0.0,2695.9046,0.0,0,0,0,0,0,0,0.0,0,134.7952,0.2719,0.002,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,597.5046,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.623,2,,0.623,-0.623,,,,6188,3769,0,0,csma_ca_lite,51,51,0,True,16,600,0,0,0.0,0.0,0.022507,0.083848,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1266,600,6536,-9.543,-58.5749,channel_aware_adaptive,20.0,20.0,20.0,19.1667,4,2,2,-87.2314,0.45,346,318,342,197,4,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
event_driven,20,360,894,17280,6840,894,5946,0.1307,0.5519,0.3174,0.0,0.0,1634.3564,0.0,0,0,0,0,0,0,0.0,0,81.7178,2.0901,0.0256,0.9993,,31.0,12.4,0.0,0.0,0.0,0.0,356.7564,1231.2,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.623,2,,0.623,-0.623,,,,3775,2171,0,0,csma_ca_lite,34,34,0,True,16,360,0,0,0.0,0.0,0.017671,0.083848,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1307,360,4009,-7.5183,-57.5122,channel_aware_adaptive,20.0,20.0,20.0,19.1667,4,2,2,-88.0638,0.3125,208,194,207,108,1,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
send_on_delta,20,154,414,7392,2926,414,2512,0.1415,0.5694,0.2891,0.0,0.0,726.7597,0.0,0,0,0,0,0,0,0.0,0,36.338,1.8669,0.0514,0.9974,,31.0,12.4,0.0,0.0,0.0,0.0,153.6797,526.68,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.623,2,,0.623,-0.623,,,,1666,846,0,0,csma_ca_lite,12,12,0,True,16,154,0,0,0.0,0.0,0.010642,0.073624,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1415,154,1824,-4.4446,-54.8047,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.2021,0.4375,92,81,92,45,0,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
teen_like,20,186,508,8928,3534,508,3026,0.1437,0.5538,0.3025,0.0,0.0,868.1331,0.0,0,0,0,0,0,0,0.0,0,43.4067,2.4415,0.0562,0.9968,,31.0,12.4,0.0,0.0,0.0,0.0,185.6131,636.12,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.623,2,,0.623,-0.623,,,,1957,1069,0,0,csma_ca_lite,9,9,0,True,16,186,0,0,0.0,0.0,0.012907,0.0727,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1437,186,2109,-4.9557,-55.3485,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.9858,0.3875,110,104,110,56,0,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
distributed_edge,20,360,894,17280,6840,894,5946,0.1307,0.5519,0.3174,0.0,0.0,1727.3564,0.0,0,0,0,0,0,0,0.0,0,86.3678,2.0901,0.0242,0.9994,,31.0,12.4,93.0,0.0,0.0,0.0,356.7564,1231.2,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.627,2,,0.627,-0.627,,,,3775,2171,0,0,csma_ca_lite,34,34,0,True,16,360,0,0,0.0,0.0,0.017671,0.083848,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1307,360,4009,-7.5183,-57.5122,channel_aware_adaptive,20.0,20.0,20.0,19.1667,4,2,2,-88.0638,0.3125,208,194,207,108,1,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
voi_baseline,20,109,315,5232,2071,315,1756,0.1521,0.4988,0.3491,0.0,0.0,620.5375,0.0,0,0,0,0,0,0,0.0,0,31.0269,2.3955,0.0772,0.9941,,31.0,12.4,93.0,0.0,0.0,0.0,108.3575,372.78,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.627,2,,0.627,-0.627,,,,1033,723,0,0,csma_ca_lite,7,7,0,True,16,109,0,0,0.0,0.0,0.009522,0.073523,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1521,109,1121,-3.1404,-49.7011,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-87.7689,0.5625,58,51,58,39,0,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
dstep,20,35,112,1680,665,112,553,0.1684,0.418,0.4135,0.0,0.0,391.2614,0.0,0,0,0,0,0,0,0.0,0,19.5631,0.5047,0.0258,0.9993,,31.0,12.4,93.0,21.0,58.4,18.25,34.5114,119.7,3.0,ideal,,,,20,0,,,,,,,,1.0,0.9,0.9474,1.0,0.9,0.9474,0.9,0.0,0.0,0,1,1,0.9,0.627,2,1.1971,-0.1813,0.1813,21.9712,5.6606,0.6936,278,275,0,112,csma_ca_lite,10,10,0,True,16,35,0,1,0.000498,0.006168,0.004464,0.016206,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1684,35,304,-1.653,-44.8778,channel_aware_adaptive,20.0,20.0,20.0,19.5455,2,1,1,-88.0649,0.4375,16,14,16,14,0,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
dstep_payoff,20,39,139,1872,741,139,602,0.1876,0.3482,0.4642,0.0,0.0,354.3739,9.18,918,119,620,143,36,620,35.9251,18,17.7187,0.5268,0.0297,0.9991,,31.0,12.4,93.0,21.0,9.52,2.975,38.9189,133.38,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0.6272,2,1.1272,-1.0151,1.0151,27.7979,7.8023,0.5598,258,344,0,140,csma_ca_lite,8,8,0,True,16,39,0,1,0.000345,0.004248,0.00502,0.017504,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1876,39,285,-0.17,-47.1736,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-86.8386,0.6375,15,10,15,16,0,distributed,0,0,0,0,0,0,0,,deterministic,24,6020024
periodic,20,600,1301,28800,11400,1301,10099,0.1141,0.5522,0.3337,0.0,0.0,2697.152,0.0,0,0,0,0,0,0,0.0,0,134.8576,0.0,0.0,1.0,,31.0,12.4,0.0,0.0,0.0,0.0,598.752,2052.0,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.51,4,,-0.51,0.51,,,,6295,3804,0,0,csma_ca_lite,41,41,0,True,16,600,0,0,0.0,0.0,0.018726,0.084209,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1141,600,6612,-10.4904,-57.4985,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-88.3808,0.475,336,314,336,249,0,distributed,0,0,0,0,0,0,0,,deterministic,25,6020025
event_driven,20,341,759,16368,6479,759,5720,0.1171,0.5763,0.3065,0.0,0.0,1552.9107,0.0,0,0,0,0,0,0,0.0,0,77.6455,2.2171,0.0286,0.9992,,31.0,12.4,0.0,0.0,0.0,0.0,340.2907,1166.22,3.0,ideal,,,,20,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1.0,-0.51,4,,-0.51,0.51,,,,3734,1986,0,0,csma_ca_lite,29,29,0,True,16,341,0,0,0.0,0.0,0.014842,0.084082,True,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,,0,,0,0,0,0,,0,,0,0.1171,341,3990,-8.3442,-58.3757,channel_aware_adaptive,20.0,20.0,20.0,20.0,0,0,0,-87.7642,0.4,195,181,195,139,0,distributed,0,0,0,0,0,0,0,,deterministic,25,6020025
