nodes,paired_runs,tx_reduction_mean_pct,tx_reduction_std_pct,energy_reduction_mean_pct,energy_reduction_std_pct,collision_reduction_mean_pct,collision_reduction_std_pct,dstep_f1_mean,dstep_f1_std,dstep_dcr_mean,dstep_dcr_std,delta_e_ai_mean_mj,delta_e_ai_std_mj
20,20,88.91395351113282,0.796170921240907,61.138235427966414,2.978351318477125,92.2793854361772,1.028355398155038,0.9724799999999998,0.025345955765845758,0.9174999999999999,0.06340139463848773,-536.1515,90.72373207044271
50,20,88.5366520877293,0.5808554943129192,75.89649414187609,1.8300703283958548,90.88899480769838,0.4432554074319261,0.9974450000000001,0.007356592102897996,0.9960000000000001,0.010462967275611947,-3864.49675,473.63466279477876
100,20,88.59151435189447,0.43749743285718506,81.84972647382291,0.9084108074589635,90.08733619594841,0.3557916761076447,1.0,0.0,0.9994999999999999,0.002236067977499792,-16160.302500000002,1533.278498614806
